time/fps,time/iterations,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,train/clip_fraction,train/loss,train/learning_rate,train/n_updates,train/clip_range,train/value_loss,train/policy_gradient_loss,train/explained_variance,train/approx_kl,train/entropy_loss
226,17,460,-3083.89562836,1079.36,104448,0.4002278645833333,0.17879149317741394,0.00025,1692,0.2,0.4862734330818057,0.010979186020752726,0.9988176822662354,0.03802831,-3.9958437656362853
226,18,487,-3073.3012507299995,1078.28,110592,0.3752034505208333,0.36612391471862793,0.00025,1696,0.2,0.7151129975294074,0.019733377324882895,0.9986212849617004,0.02281733,-4.017558003465335
227,19,513,-3019.177320660001,1077.89,116736,0.3177897135416667,0.3594895601272583,0.00025,1700,0.2,0.6741154966875911,0.007119288808704975,0.9986878633499146,0.016341649,-4.046751024822394
227,20,539,-3048.0701908,1076.37,122880,0.2891845703125,0.07449960708618164,0.00025,1704,0.2,0.4474638090468943,0.00022689075800978267,0.999215304851532,0.014370554,-4.02232804397742
228,21,565,-3073.1623270000005,1079.73,129024,0.3260091145833333,0.1658000946044922,0.00025,1708,0.2,0.43958219590907294,0.007188313640654087,0.9992040395736694,0.050703336,-4.065355678399404
228,22,592,-3126.20321287,1079.62,135168,0.3490397135416667,0.14164850115776062,0.00025,1712,0.2,0.4308182437283297,0.007880171634800112,0.9991716742515564,0.03876323,-4.123091759781043
228,23,619,-3182.7051381599995,1080.82,141312,0.3226318359375,0.10772310942411423,0.00025,1716,0.2,0.31359184238438803,0.0068322224979056045,0.9993425011634827,0.025321275,-4.139773140350978
228,24,645,-3134.6488755200007,1083.49,147456,0.3269449869791667,0.08063140511512756,0.00025,1720,0.2,0.36267138939971727,0.008044485999562312,0.9995045065879822,0.017749667,-4.193426961700122
228,25,671,-3005.69511157,1084.14,153600,0.2860514322916667,0.07509580999612808,0.00025,1724,0.2,0.2847297655728956,0.0029962070499702045,0.9994961619377136,0.028406056,-4.160441259543101
228,26,698,-2935.13176596,1086.09,159744,0.2543538411458333,0.15816275775432587,0.00025,1728,0.2,0.4695785987811784,0.0009976683286367916,0.9992548823356628,0.015693596,-4.128668084740639
228,27,724,-2672.5138952899993,1087.5,165888,0.19576009114583334,0.13606032729148865,0.00025,1732,0.2,0.5877528305475911,-0.00233423062551689,0.9990330934524536,0.010308114,-4.124647659560044
229,28,751,-2727.92484442,1090.66,172032,0.22798665364583334,0.21348494291305542,0.00025,1736,0.2,0.6148625571901599,-0.0016425060118005301,0.9989176392555237,0.015327345,-4.0778305033842726
229,29,777,-2609.6255795700004,1089.87,178176,0.24397786458333334,0.2547571659088135,0.00025,1740,0.2,0.7276863222941756,-0.0006192017026478425,0.9983511567115784,0.017867751,-4.099149199823539
229,30,803,-2503.24719647,1089.85,184320,0.2484130859375,0.47524404525756836,0.00025,1744,0.2,0.8026795020947853,0.005401805052921797,0.999092161655426,0.009754625,-4.100120077530543
229,31,829,-2570.7088859699998,1087.75,190464,0.3194173177083333,0.12156255543231964,0.00025,1748,0.2,0.5392051879316568,0.003219434802304022,0.9987744688987732,0.019052027,-4.026620092491309
229,32,855,-2604.21555348,1082.25,196608,0.3081868489583333,0.26378482580184937,0.00025,1752,0.2,0.5272670037423571,0.006335342950478662,0.999108612537384,0.013937642,-3.9704735254247985
229,33,883,-2621.1229788399996,1083.09,202752,0.2279052734375,0.07869967818260193,0.00025,1756,0.2,0.3512071332273384,0.0023012660143043226,0.9995756149291992,0.013804757,-3.9529912968476615
229,34,909,-2631.19844896,1084.41,208896,0.2607014973958333,0.15261979401111603,0.00025,1760,0.2,0.3695299883062641,0.0002477435676458602,0.9994769096374512,0.012133457,-3.9670950522025428
229,35,935,-2553.1579651200004,1084.56,215040,0.21284993489583334,0.12435269355773926,0.00025,1764,0.2,0.3662332675109307,0.0009641956518559406,0.9996212124824524,0.014449102,-3.871282421052456
229,36,962,-2442.01607238,1087.43,221184,0.2692057291666667,0.15582336485385895,0.00025,1768,0.2,0.3392276596277952,0.0022495300727314316,0.9993988275527954,0.012334391,-3.784139265616735
229,37,989,-2371.9632530199997,1087.82,227328,0.177734375,0.21107427775859833,0.00025,1772,0.2,0.4061172258419295,-0.000748399761505425,0.9992576241493225,0.01539131,-3.781142053504785
229,38,1016,-2287.2269267300003,1088.61,233472,0.19632975260416666,0.13163313269615173,0.00025,1776,0.2,0.36095928788806003,-0.0020685018243966624,0.9995054006576538,0.016204478,-3.738712946573893
229,39,1043,-2379.89303991,1090.55,239616,0.21138509114583334,0.20616383850574493,0.00025,1780,0.2,0.332502299764504,-0.0009987628873204812,0.9996169209480286,0.018139496,-3.7820016567905745
229,40,1070,-2500.8425489300002,1088.89,245760,0.2602132161458333,0.10875188559293747,0.00025,1784,0.2,0.324429275157551,0.00721532076325578,0.9995473027229309,0.037081253,-3.760073301692804
229,41,1096,-2626.3162521100003,1087.78,251904,0.3061116536458333,0.06738604605197906,0.00025,1788,0.2,0.24050215041885772,0.005354387714760378,0.9995570778846741,0.03855912,-3.682885860403379
229,42,1123,-2690.93265119,1089.06,258048,0.22884114583333334,0.18312500417232513,0.00025,1792,0.2,0.3949745047527055,-0.0036460814856885313,0.999304473400116,0.016517086,-3.6890787283579507
229,43,1149,-2691.41631726,1092.01,264192,0.18355305989583334,0.16876809298992157,0.00025,1796,0.2,0.34261112737779814,-0.0025668600113325133,0.9995913505554199,0.011737183,-3.731411096950372
229,44,1175,-2552.45201412,1093.65,270336,0.19283040364583334,0.1920114904642105,0.00025,1800,0.2,0.3637515224205951,-0.0017243414234447603,0.9991925358772278,0.01378722,-3.7418048779169717
229,45,1202,-2420.06102029,1093.93,276480,0.22591145833333334,0.15541091561317444,0.00025,1804,0.2,0.4297911549607913,0.000376635420252569,0.9993315935134888,0.019295182,-3.701490916311741
229,46,1228,-2391.95175423,1095.47,282624,0.2354736328125,0.2564578056335449,0.00025,1808,0.2,0.509190576771895,-0.00045830465872616816,0.9990901947021484,0.01293021,-3.744880842665831
230,47,1255,-2393.83742889,1091.55,288768,0.3553873697916667,0.27632585167884827,0.00025,1812,0.2,0.6605765875428915,0.009534179878149493,0.9988529682159424,0.025172332,-3.748874247074127
230,48,1281,-2382.49703459,1094.75,294912,0.3211263020833333,0.19611920416355133,0.00025,1816,0.2,0.3905211252470811,0.007028814642884147,0.9992604851722717,0.028411483,-3.688201700647672
230,49,1307,-2395.3173209,1098.54,301056,0.2942708333333333,0.1326633244752884,0.00025,1820,0.2,0.44548785003523034,0.00323100596384999,0.9991735816001892,0.032693487,-3.4581372117002807
230,50,1333,-2365.33496101,1097.83,307200,0.2794596354166667,0.22099530696868896,0.00025,1824,0.2,0.3939147118168573,0.0009664234688292103,0.9990482330322266,0.025393441,-3.3388079653183618
230,51,1359,-2368.06151947,1105.18,313344,0.2862141927083333,0.10950668901205063,0.00025,1828,0.2,0.4457690281172593,0.0039030922829018286,0.9990759491920471,0.027614819,-3.4699014499783516
230,52,1386,-2306.83055474,1107.56,319488,0.2744140625,0.2208194136619568,0.00025,1832,0.2,0.6325146354114016,0.0027150652943722284,0.998654305934906,0.01903822,-3.4568651343385377
230,53,1412,-2309.5536252700003,1104.9,325632,0.3463541666666667,0.07313860952854156,0.00025,1836,0.2,0.4710283565024535,0.006619424964204275,0.99908846616745,0.03601515,-3.4540199041366577
230,54,1438,-2327.15060128,1101.86,331776,0.3344319661458333,0.08213162422180176,0.00025,1840,0.2,0.33041539896900457,0.00801262898312416,0.9992877840995789,0.025812311,-3.506538157661756
230,55,1464,-2342.03775754,1101.43,337920,0.2900390625,0.0883592814207077,0.00025,1844,0.2,0.36106550848732394,0.0031449070860010884,0.9992508292198181,0.019451741,-3.571555574735006
230,56,1490,-2415.98562626,1092.44,344064,0.3318684895833333,0.058735620230436325,0.00025,1848,0.2,0.3547437135130167,0.009454666750874216,0.9992266297340393,0.03161444,-3.674834683537483
230,57,1517,-2407.00465064,1089.17,350208,0.3079833984375,0.052209556102752686,0.00025,1852,0.2,0.2335428774046401,0.005502451099649382,0.9995761513710022,0.03253044,-3.575601577758789
230,58,1543,-2363.2061076,1089.47,356352,0.23811848958333334,0.06278189271688461,0.00025,1856,0.2,0.39196393576761085,0.00281401792987405,0.999420702457428,0.011259154,-3.5636821761727333
230,59,1569,-2185.71584205,1087.99,362496,0.197021484375,0.1199553906917572,0.00025,1860,0.2,0.44024197369193036,-0.0006150161813517722,0.9993454217910767,0.017605819,-3.609855075677236
230,60,1596,-2015.5703155400001,1095.58,368640,0.18343098958333334,0.18775224685668945,0.00025,1864,0.2,0.6017866255715489,-0.0038687710718174153,0.9988501667976379,0.01185521,-3.4966457014282546
230,61,1622,-1872.8146592200005,1100.48,374784,0.2799072265625,0.3673461377620697,0.00025,1868,0.2,0.7307406005760034,0.00301360782032134,0.9981303811073303,0.03039384,-3.4681683157881102
230,62,1649,-1717.0603560399998,1116.42,380928,0.24739583333333334,0.5564377307891846,0.00025,1872,0.2,1.0143441588928301,-0.006498019870681067,0.9982325434684753,0.028530411,-3.508268582324187
230,63,1676,-1703.6061103600002,1120.26,387072,0.3555094401041667,0.16754654049873352,0.00025,1876,0.2,0.6351645449176431,0.017941276778098352,0.9982633590698242,0.030701235,-3.572822687526544
230,64,1703,-1629.2387052200002,1119.42,393216,0.2876790364583333,0.12802258133888245,0.00025,1880,0.2,0.49486742572238046,0.0034492091654101387,0.9990050196647644,0.015343922,-3.635927736759186
230,65,1729,-1684.2679340399998,1119.32,399360,0.19852701822916666,0.07446655631065369,0.00025,1884,0.2,0.4223739793524146,-0.004209680817439221,0.999351978302002,0.018098993,-3.5858833541472754
230,66,1757,-1668.84735321,1114.88,405504,0.2826334635416667,0.3375132977962494,0.00025,1888,0.2,0.7047977140173316,0.005311795081070159,0.998827338218689,0.032424435,-3.6832843398054442
230,67,1784,-1633.48188625,1114.42,411648,0.22847493489583334,0.25952181220054626,0.00025,1892,0.2,0.6509624598547816,-0.00019010497756729214,0.998656153678894,0.017463537,-3.609402080376943
230,68,1810,-1630.9897164099996,1121.96,417792,0.3239339192708333,0.6057631969451904,0.00025,1896,0.2,0.7697536066795388,0.00952043930980532,0.9979095458984375,0.04217492,-3.7623928238948188
230,69,1837,-1624.9450422999998,1121.61,423936,0.3423258463541667,0.5033283829689026,0.00025,1900,0.2,1.2318954678873222,0.012317124822099382,0.9974893927574158,0.034064446,-3.8446502462029457
230,70,1864,-1710.57621075,1131.89,430080,0.3599853515625,0.3631627857685089,0.00025,1904,0.2,0.7736338302493095,0.012427635495744957,0.9980849027633667,0.07070512,-3.8097528889775276
230,71,1892,-1650.44544018,1138.29,436224,0.3653564453125,1.0907886028289795,0.00025,1908,0.2,2.422192875916759,0.007987756976945093,0.9888741970062256,0.04067234,-3.8935447757442794
230,72,1919,-1662.8952677900002,1135.38,442368,0.2815755208333333,0.3862769901752472,0.00025,1912,0.2,1.135026965290308,0.003008361100607241,0.9971296191215515,0.034051016,-4.122119091451168
230,73,1946,-1681.0428931899996,1137.79,448512,0.2034912109375,0.12800855934619904,0.00025,1916,0.2,0.49037249851971865,-0.0015872108003046985,0.9988107085227966,0.016249387,-4.0921817024548846
230,74,1972,-1699.29569911,1139.15,454656,0.2392578125,0.07178360223770142,0.00025,1920,0.2,0.4778321913133065,-0.00039589520019944757,0.9992534518241882,0.015773341,-4.042057402431965
230,75,1998,-1703.1003697699998,1132.27,460800,0.4503580729166667,0.19392453134059906,0.00025,1924,0.2,0.7301373230293393,0.019399204618821386,0.9977646470069885,0.05823967,-3.9196347345908484
230,76,2025,-1750.14382726,1124.24,466944,0.3983154296875,0.17464792728424072,0.00025,1928,0.2,0.2745301507723828,0.013990073513317233,0.9992910027503967,0.043429583,-4.163314913709958
230,77,2052,-1752.7875921100003,1120.72,473088,0.3181559244791667,0.05533980205655098,0.00025,1932,0.2,0.3053265151878198,0.004624568385528012,0.9993769526481628,0.026005566,-4.071570123235385
230,78,2080,-1770.7507720600001,1114.44,479232,0.4151611328125,0.058847054839134216,0.00025,1936,0.2,0.2886573195767899,0.013417418042081408,0.9993627071380615,0.07227989,-4.124983357886474
230,79,2106,-1862.89075484,1106.47,485376,0.2972412109375,0.059289440512657166,0.00025,1940,0.2,0.44161361766358215,3.116074367426336e-06,0.9991315007209778,0.014619091,-3.963312399884065
230,80,2132,-1920.20475458,1104.75,491520,0.2940673828125,0.03279080241918564,0.00025,1944,0.2,0.25616221440335113,0.006180601994856261,0.9996477961540222,0.02924333,-4.0225905900200205
230,81,2159,-1999.6739188499998,1101.52,497664,0.2759602864583333,0.18552619218826294,0.00025,1948,0.2,0.30384777501846355,0.003716747890090725,0.9996334314346313,0.024513682,-4.082881001134713
230,82,2185,-2089.3456278199997,1100.0,503808,0.255859375,0.11675890535116196,0.00025,1952,0.2,0.3837823832097153,-0.001849337723494197,0.9991622567176819,0.0135127455,-3.957136313120524
230,83,2213,-2101.78341468,1099.08,509952,0.21846516927083334,0.06736346334218979,0.00025,1956,0.2,0.3673308437379698,-0.0008970495206691945,0.9994227886199951,0.014665739,-3.9968916649619737
230,84,2241,-2130.32405356,1101.29,516096,0.19087727864583334,0.08576671034097672,0.00025,1960,0.2,0.29397988055522245,-0.0016019681158165138,0.9996451735496521,0.011139102,-4.014437399804592
230,85,2269,-2181.9231631999996,1099.95,522240,0.36376953125,0.17572462558746338,0.00025,1964,0.2,0.27266248579447466,0.010973241051639585,0.9996095895767212,0.0345995,-3.941881721218427
230,86,2295,-2195.40151509,1098.06,528384,0.1800537109375,0.1482265144586563,0.00025,1968,0.2,0.2945051407441497,0.00013286777054114887,0.9996489882469177,0.012981389,-3.832687663535277
230,87,2321,-2181.84634751,1097.62,534528,0.18526204427083334,0.22136910259723663,0.00025,1972,0.2,0.32243820124616224,-0.0013225589354988188,0.9995948076248169,0.016100971,-3.8169803271691003
230,88,2347,-2207.9501015,1095.67,540672,0.21769205729166666,0.06343741714954376,0.00025,1976,0.2,0.28578384468952817,-0.0006695604606647976,0.9997029304504395,0.010686432,-3.8631337309877076
230,89,2374,-2207.1011473900003,1093.69,546816,0.182373046875,0.13379955291748047,0.00025,1980,0.2,0.2635458535514772,-0.00204149707860779,0.9997614026069641,0.011141445,-3.8721827939152718
230,90,2401,-2243.4793150999994,1091.44,552960,0.3173421223958333,0.045590177178382874,0.00025,1984,0.2,0.27906018231684965,0.007443956231024155,0.9996918439865112,0.018531343,-3.8532254273692765
230,91,2427,-2263.94516071,1090.43,559104,0.3292236328125,0.08332870900630951,0.00025,1988,0.2,0.394797642249614,0.0060358804621500894,0.9996504783630371,0.018342093,-3.8073819478352866
230,92,2454,-2343.02630399,1087.93,565248,0.3418782552083333,0.11868010461330414,0.00025,1992,0.2,0.5216487483121455,0.006949596984971625,0.9992996454238892,0.025417289,-3.8218895941972733
230,93,2480,-2364.15055087,1089.2,571392,0.24515787760416666,0.1431119740009308,0.00025,1996,0.2,0.4494508431913952,0.003941526910542355,0.999615490436554,0.012266305,-3.8829027662674584
230,94,2507,-2365.31274936,1089.27,577536,0.291015625,0.033949412405490875,0.00025,2000,0.2,0.23021139934038123,0.0002351436511768649,0.999521791934967,0.018812714,-3.915461281935374
230,95,2533,-2340.96690495,1089.21,583680,0.3108723958333333,0.05161566287279129,0.00025,2004,0.2,0.36219188912461203,0.0005938360215319941,0.9992768168449402,0.020724243,-3.9310967897375426
230,96,2561,-2205.43978807,1092.18,589824,0.3809407552083333,0.03355590999126434,0.00025,2008,0.2,0.27549757435917854,0.012842666479021622,0.9996113181114197,0.036419004,-4.057740497092406
230,97,2588,-2066.80031146,1099.19,595968,0.3489176432291667,0.08388616889715195,0.00025,2012,0.2,0.3372073316325744,0.0014046059659449384,0.9992955327033997,0.02445416,-4.100282793243726
230,98,2614,-2085.8587683100004,1099.48,602112,0.3527425130208333,0.15593574941158295,0.00025,2016,0.2,0.7885170876979828,0.0016098019696073607,0.9981226325035095,0.03539892,-4.055598956843217
230,99,2640,-2019.4277830400001,1103.25,608256,0.2999674479166667,0.08336924761533737,0.00025,2020,0.2,0.2914863562521835,0.006664670931058936,0.9994197487831116,0.021215463,-4.0282419348756475
230,100,2666,-2038.2682092500002,1109.48,614400,0.3540445963541667,0.132803812623024,0.00025,2024,0.2,0.3501094663515687,0.009904428659259187,0.9994145035743713,0.020170217,-4.138846173882484
230,101,2693,-2019.6477474499998,1109.74,620544,0.3837076822916667,0.12122870981693268,0.00025,2028,0.2,0.43491254358862835,0.0029518317169276997,0.9990095496177673,0.032835443,-4.263146162033081
230,102,2720,-1981.0380267300002,1113.4,626688,0.2244873046875,0.32844293117523193,0.00025,2032,0.2,0.6718038016309341,0.004237558901271162,0.9994429349899292,0.013842978,-4.409165486693382
230,103,2747,-1931.9310257799998,1114.78,632832,0.3741455078125,0.22348552942276,0.00025,2036,0.2,0.6200976547164222,0.0037859402558145425,0.9985601902008057,0.023135869,-4.343815421064694
230,104,2773,-1913.0347927499997,1117.73,638976,0.3714192708333333,0.11978469043970108,0.00025,2040,0.2,0.3629542162331442,0.006215811949611331,0.9991000294685364,0.029011762,-4.3965416848659515
230,105,2799,-1858.4653540299996,1128.9,645120,0.3529866536458333,0.03884787857532501,0.00025,2044,0.2,0.19868761588198444,0.008154955411252255,0.9996216297149658,0.038564257,-4.2672694871823
230,106,2825,-1812.98008442,1128.1,651264,0.4835611979166667,0.21079407632350922,0.00025,2048,0.2,1.661083705412845,0.018790028889876947,0.9879176020622253,0.052069034,-4.369180902838707
230,107,2852,-1777.62780949,1124.5,657408,0.24165852864583334,0.156643345952034,0.00025,2052,0.2,0.39861489258085686,-0.0005364952618644262,0.9993858933448792,0.014379176,-4.45052366455396
230,108,2879,-1782.1841777199998,1125.4,663552,0.3274332682291667,0.30789804458618164,0.00025,2056,0.2,0.7786390852803985,0.0028516910097096115,0.9982846975326538,0.03214583,-4.525053848822911
230,109,2905,-1806.4030016099996,1131.82,669696,0.3647054036458333,0.14237180352210999,0.00025,2060,0.2,0.49769952427595854,0.007160149087818961,0.9985057711601257,0.030993909,-4.587655534346898
230,110,2933,-1859.9850634100003,1137.35,675840,0.2710367838541667,0.2332249879837036,0.00025,2064,0.2,0.519858074064056,0.0007760043699818198,0.9987971186637878,0.016778516,-4.698679397503535
230,111,2959,-1895.5545667700003,1141.53,681984,0.2790934244791667,0.17329031229019165,0.00025,2068,0.2,0.5791005529463291,-0.003944640289167485,0.998515784740448,0.024345808,-4.805524855852127
230,112,2985,-1951.89039056,1141.92,688128,0.2591145833333333,0.2535719871520996,0.00025,2072,0.2,1.1065802751109004,0.002223196735333962,0.9990273714065552,0.017182093,-4.699140320221583
230,113,3011,-1986.25587655,1136.08,694272,0.2955322265625,0.17359985411167145,0.00025,2076,0.2,0.4796206473062436,0.0011696362926159054,0.9990024566650391,0.018413479,-4.664287596940994
230,114,3038,-2040.49911202,1124.41,700416,0.21529134114583334,0.346100389957428,0.00025,2080,0.2,0.8329551561425129,-0.002521233014704194,0.9989926815032959,0.015178911,-4.70479233066241
230,115,3065,-2067.16537873,1114.83,706560,0.19706217447916666,0.2829068601131439,0.00025,2084,0.2,0.6059647475679716,-0.003048654238227755,0.9994038939476013,0.011896108,-4.677203600605329
230,116,3092,-2023.37652747,1110.53,712704,0.3173421223958333,0.16802167892456055,0.00025,2088,0.2,0.5334191451159617,0.0013447331875795498,0.9988341331481934,0.023463508,-4.682276303569476
230,117,3118,-1900.28999268,1108.92,718848,0.43701171875,0.11612842231988907,0.00025,2092,0.2,0.4378319848328829,0.009387463716848288,0.9990085959434509,0.043211237,-4.628133992354075
230,118,3144,-1847.39961545,1108.85,724992,0.2840576171875,0.2400919646024704,0.00025,2096,0.2,0.5305377344290415,0.0008915553322973816,0.9990325570106506,0.02238974,-4.7396398931741714
230,119,3171,-1773.3478532600002,1112.69,731136,0.3464762369791667,0.09378127753734589,0.00025,2100,0.2,0.3218122470813493,0.0032429651619168,0.9994996190071106,0.0199161,-4.763596018155416
230,120,3197,-1578.9885533900003,1121.98,737280,0.4052734375,0.1765131950378418,0.00025,2104,0.2,0.6502656666561961,0.007192741436786794,0.9979551434516907,0.04123668,-4.793802936871846
230,121,3225,-1542.53153424,1134.27,743424,0.348388671875,0.5176398754119873,0.00025,2108,0.2,1.698592068006595,0.011039224642445333,0.9943095445632935,0.040415492,-4.660810833175977
230,122,3251,-1508.12495511,1140.6,749568,0.2910970052083333,0.2829512059688568,0.00025,2112,0.2,0.9917981888478001,-0.0006564623084462559,0.9971629977226257,0.016273523,-4.710146491726239
230,123,3278,-1394.6707599100002,1146.78,755712,0.4587809244791667,0.981468677520752,0.00025,2116,0.2,3.8394582017014423,0.017020464673502527,0.9873606562614441,0.057837665,-4.85393592218558
230,124,3304,-1310.3067783,1146.59,761856,0.3507080078125,0.5861300826072693,0.00025,2120,0.2,1.5178558590511482,0.009953810799440058,0.996040403842926,0.05285268,-4.899918372432391
230,125,3331,-1247.2254358500002,1141.06,768000,0.41162109375,0.2884160876274109,0.00025,2124,0.2,0.7686283855388562,0.007923720358424665,0.9981348514556885,0.045899402,-4.936535572012265
230,126,3357,-1193.44127219,1139.0,774144,0.3334147135416667,0.15649734437465668,0.00025,2128,0.2,0.7404823179046313,0.003291900638335695,0.9983049631118774,0.02669247,-5.0190441608428955
230,127,3384,-1167.3550265000001,1152.29,780288,0.4254964192708333,1.0472275018692017,0.00025,2132,0.2,1.529635887593031,0.011577530385693535,0.9936409592628479,0.054413643,-4.955477356910706
230,128,3411,-1142.9489092400001,1164.54,786432,0.3983154296875,0.6542102098464966,0.00025,2136,0.2,1.2443813607096672,0.008837518653308507,0.9966248273849487,0.0389794,-5.037654017408689
230,129,3438,-1130.5213653,1184.96,792576,0.3409830729166667,0.3922519087791443,0.00025,2140,0.2,1.828961342573166,0.006156880098084609,0.9915916919708252,0.034831267,-4.997163246075313
230,130,3465,-1032.96015162,1247.07,798720,0.3578694661458333,1.2147349119186401,0.00025,2144,0.2,3.920020904392004,0.013822254145149296,0.9866580963134766,0.044312958,-5.121146445473035
230,131,3492,-916.8846921999998,1276.12,804864,0.4294026692708333,1.735996127128601,0.00025,2148,0.2,6.730841003358364,0.02035488362647205,0.9711630940437317,0.050793335,-5.105790530641873
230,132,3518,-919.43183165,1353.84,811008,0.4234619140625,2.285600185394287,0.00025,2152,0.2,6.4991093923648195,0.019183103928905137,0.9779573678970337,0.047355056,-5.200582926472028
230,133,3545,-952.6590203300002,1391.16,817152,0.4497884114583333,1.8080352544784546,0.00025,2156,0.2,4.920810508231322,0.025279040656945046,0.9720507264137268,0.060532946,-5.216230139136314
230,134,3572,-981.38571333,1376.53,823296,0.3970133463541667,1.238211989402771,0.00025,2160,0.2,4.299219301591317,0.01496733375339924,0.9865261912345886,0.041588265,-5.05197715262572
230,135,3598,-1131.5105955000001,1320.05,829440,0.4101155598958333,0.9980901479721069,0.00025,2164,0.2,2.7267143117884793,0.017546467094992597,0.9927036762237549,0.06553205,-4.969450578093529
230,136,3626,-1451.53316827,1236.54,835584,0.4508870442708333,1.2867991924285889,0.00025,2168,0.2,2.9843943007290363,0.017306727187436383,0.9927413463592529,0.049254198,-5.062678053975105
230,137,3652,-1608.54971778,1143.54,841728,0.3307291666666667,0.3413790166378021,0.00025,2172,0.2,0.8629342488323649,0.009650171487010084,0.9970337748527527,0.023979245,-4.9722035477558775
230,138,3678,-1685.3151459199998,1114.08,847872,0.3836669921875,0.17353983223438263,0.00025,2176,0.2,1.0195829030126333,0.008261464708387697,0.9963316321372986,0.025414212,-5.004848152399063
230,139,3705,-1833.0562036899998,1114.06,854016,0.3980305989583333,0.3774056136608124,0.00025,2180,0.2,1.0009038547674816,0.01404260341466094,0.9975558519363403,0.023884326,-4.959720889727275
230,140,3731,-1854.3473028,1106.29,860160,0.2747802734375,0.3058508038520813,0.00025,2184,0.2,0.5975683061406016,0.0014629232318839058,0.9990003705024719,0.017316287,-4.968806892633438
230,141,3758,-1777.76025606,1109.14,866304,0.2781168619791667,0.20261403918266296,0.00025,2188,0.2,0.39445946567381424,0.003592905712139327,0.9993348121643066,0.022409419,-4.946723361810048
230,142,3785,-1763.43756096,1104.53,872448,0.2580973307291667,0.16856437921524048,0.00025,2192,0.2,0.420033840307345,0.0027464867453090847,0.9993203282356262,0.014971594,-4.9689027319351835
230,143,3813,-1790.0436541600004,1103.4,878592,0.3005777994791667,0.14528007805347443,0.00025,2196,0.2,0.4627392503122489,0.0017624359146187392,0.9992581009864807,0.02222672,-4.904770006736119
