#{"t_start": 1763438548.0532508, "env_id": "None"}
r,l,t
-3400.220508,1080,6.724833
-3266.443591,1082,11.281651
-3738.007117,1047,15.459105
-3925.487111,1084,43.005284
-3066.633099,1087,46.781198
-1902.419094,1079,50.533935
-2844.822484,1091,54.180107
-3361.729987,1066,73.377632
-1966.910308,1068,77.034388
-1087.467791,1093,80.506227
-3268.315507,1055,84.153712
-3689.270294,1063,101.607414
-4134.671492,1060,105.174002
-3796.272793,1073,108.728199
-510.82511,1092,112.515654
-3931.110625,1069,129.66052
-2658.352091,1072,133.651507
-3529.5715,1060,137.304527
-1979.733596,1074,140.967566
-1183.077803,1078,158.670257
-2371.993597,1074,162.352225
-4002.931002,1061,165.874335
-3237.167108,1084,183.459463
-2898.403593,1082,187.113128
-3792.114498,1056,190.44993
-1237.692813,1073,193.969218
-2732.292106,1059,211.679259
-2864.4936,1074,214.98098
-3847.136601,1054,218.27734
209.327997,1106,221.692715
-2857.116593,1077,238.649715
-3928.983597,1082,242.382088
-2288.43909,1079,245.248002
-3351.889999,1065,248.534638
-4045.870612,1062,265.874937
-3706.11059,1062,269.602921
-2509.19031,1068,272.904858
-3202.355321,1088,276.246066
-3914.932798,1073,293.002934
-3188.436091,1107,296.866915
-2826.631011,1061,300.271627
-2505.110995,1086,316.589985
-4204.910608,1069,320.237484
-3034.271,1070,323.607126
-4011.9303,1063,326.949583
-4682.163586,1082,343.920874
-2893.160512,1080,347.655173
-2969.039099,1127,351.178
-3465.816498,1096,354.528049
-3030.630988,1061,371.624114
-3327.91001,1066,374.715348
-2691.553609,1074,378.003124
-3505.013605,1057,381.23089
-3403.930608,1062,398.211694
-3850.290296,1068,401.883025
-3037.471504,1071,404.6644
-3459.290089,1067,407.925983
-2501.354486,1075,425.171435
-3028.830614,1069,428.606086
-2812.44473,1108,432.105194
-3937.37101,1045,448.383362
-2913.557606,1089,452.019326
-2554.390602,1069,455.76887
-2449.210986,1086,459.154661
-1316.596117,1107,475.803852
-1922.395503,1055,479.647185
-3694.631503,1071,482.985366
-1228.247813,1278,487.038385
-3444.374494,1075,504.080636
-2764.579613,1097,507.610351
-2067.860483,1080,511.004819
-3860.3791,1052,514.239493
-3931.835303,1088,530.953093
-1285.028003,1105,534.566777
-2812.410077,1064,537.825228
-2842.405106,1167,554.831593
-3320.0201,1264,559.158862
-3934.150116,1064,562.414739
-2633.731518,1071,565.154874
-2655.109011,1110,582.737025
-1993.082795,1098,586.392003
-4287.932113,1072,589.662659
-2352.833515,1095,593.076401
-3908.271503,1071,609.632788
-3101.227803,1093,613.345943
-1468.442509,1091,616.734359
-3518.252083,1072,632.978011
-1935.080013,1090,636.704131
-2918.610087,1067,640.045325
-4404.887091,1084,643.492292
-3731.036597,1077,659.93852
-2637.335493,1076,663.63488
-2342.942513,1091,667.120254
-1751.719622,1097,670.545693
-2522.449011,1085,688.013919
-3044.345088,1092,691.310664
-3604.372786,1058,694.589622
-3480.190993,1061,697.953886
-1320.105285,1083,714.91217
-2255.107806,1093,718.751489
-1558.09659,1077,721.554403
-3486.869993,1065,724.979972
-4320.570294,1068,741.715833
-2602.565319,1083,745.516682
-2567.310602,1062,748.756059
-4077.756596,1054,765.209252
-1947.863599,1082,769.074649
-2043.556578,1077,772.410983
-3543.910288,1063,775.793448
-2140.715494,1076,792.041024
-4422.076599,1054,795.645641
-2769.837799,1078,799.261854
-1996.376605,1077,802.676214
-4582.647107,1047,818.782169
-3544.89543,1061,822.399429
-2698.633618,1074,825.728871
-3824.386097,1099,829.259541
-2556.803617,1082,846.190203
-2730.510605,1094,849.439741
-3579.665286,1048,852.634275
-2825.129001,1085,856.049322
-2209.267104,1084,873.16079
-2011.413111,1087,876.829164
-1467.530301,1063,880.565611
-4002.572116,1059,883.934698
-2080.848004,1105,901.635912
-1984.920015,1090,905.047158
-2679.331008,1086,908.329763
-1722.692818,1073,924.527289
-159.350603,1094,928.268975
-3325.951498,1071,931.632115
-2502.987093,1084,934.988115
-2222.09098,1086,951.344693
-1530.136106,1107,955.222515
-1851.670304,1068,958.534751
-3542.835501,1076,961.863648
-2546.954516,1075,978.460087
-1207.554512,1075,982.356408
-2197.132099,1072,985.969103
-2026.951485,1071,989.619647
-2083.504099,1104,1006.992717
-3280.370607,1069,1010.270977
-1766.493094,1087,1013.899939
-2840.431017,1086,1032.026977
-3448.227106,1084,1035.875936
-1340.091019,1086,1039.301086
-4035.490022,1065,1042.37956
-2338.533523,1095,1059.840903
-3560.812781,1073,1063.612757
-2956.843597,1082,1066.951761
-2756.465315,1083,1070.326444
-2394.088998,1085,1086.483922
-4306.494502,1075,1090.257263
-3669.547979,1105,1093.624046
-2353.295283,1123,1097.196908
-2626.347117,1084,1113.881887
-2688.443615,1082,1117.385946
-2771.364597,1109,1120.818926
-1090.360289,1108,1137.413262
-2742.020483,1080,1141.143492
-2002.14712,1084,1144.586601
-2520.215486,1076,1147.886327
-3415.413098,1087,1165.039117
-975.122797,1098,1168.292647
-1643.595312,1123,1171.867881
-3819.054498,1075,1175.24956
-2505.943598,1082,1192.443445
-2111.825517,1180,1196.408483
-393.036489,1096,1199.279038
-1583.734499,1075,1202.730643
-2791.289998,1066,1219.69461
-4359.429992,1065,1223.359877
-2521.785297,1083,1226.676662
-2131.610602,1094,1243.229999
-1505.294494,1075,1246.973832
-1907.4515,1135,1250.466966
-2382.728999,1085,1253.825692
-2743.53101,1061,1270.297854
-3934.979107,1052,1273.872645
-3394.04362,1082,1277.164273
-3191.835492,1076,1280.503455
-2925.439111,1079,1296.856314
-2556.055498,1076,1300.519763
-2629.107792,1093,1304.059
-2218.955487,1151,1307.596578
-2254.816088,1107,1324.698185
-2790.302788,1098,1327.747876
-3206.431501,1060,1331.225158
-2140.295316,1203,1348.554398
-2882.056592,1102,1352.512295
-3524.027604,1114,1355.983907
-2836.135312,1088,1358.8587
-3503.429986,1065,1375.51653
-2598.603589,1082,1379.239879
-2653.345311,1083,1382.591273
-1993.742495,1091,1385.936041
-2815.185295,1128,1402.326258
-1684.760299,1103,1406.075703
-2960.790986,1061,1409.337536
-2124.598498,1120,1412.86636
-2496.072795,1073,1429.184968
-2710.782509,1091,1432.850654
-2816.930309,1068,1436.098905
-3483.912095,1072,1452.643921
-2577.307106,1084,1456.44593
-2312.507799,1093,1459.880627
-2705.017802,1078,1463.198283
-2609.228993,1085,1480.030966
-2395.012785,1073,1483.845317
-2225.060014,1090,1486.769201
-2006.510999,1070,1490.251729
-1352.244602,1109,1507.583556
-2315.810598,1094,1511.207434
-1601.032089,1072,1514.562671
-1897.513112,1087,1517.500657
-2140.603592,1082,1534.407105
-2654.720014,1090,1538.185357
182.577199,1113,1541.658139
-2578.203601,1082,1557.913936
-1993.970619,1094,1561.484483
-2091.46281,1098,1565.078273
-2011.202518,1091,1568.60854
-1280.947814,1093,1584.996233
-1988.220501,1080,1588.614694
196.891499,1320,1592.886773
-2177.302006,1081,1596.300117
144.939698,1108,1613.318907
-1791.638485,1120,1617.119501
-2539.059085,1079,1620.535553
-2068.133446,1446,1638.54523
-1423.400093,1139,1642.560757
-1854.180292,1103,1645.711282
190.515495,1131,1649.540549
-2255.19098,1086,1666.693911
-1927.753488,1095,1670.393383
-2205.535504,1076,1673.959991
-1997.198101,1112,1677.219697
-1865.013113,1087,1694.709989
-2044.489488,1100,1698.22871
-1810.035308,1088,1701.586704
-2102.482797,1098,1718.180911
-2155.417008,1206,1722.491725
-1934.300282,1108,1725.950808
-1893.516491,1096,1729.377065
-1644.6753,1088,1746.843599
-826.281489,1196,1751.254163
-2101.884601,1109,1755.029966
-2280.259101,1079,1758.68129
-2004.936594,1102,1775.869635
-692.400283,1108,1779.497967
223.203889,1107,1783.038885
-1934.012996,1101,1799.813289
-1894.576514,1096,1803.133144
-1148.482801,1098,1806.750495
-398.927599,1114,1810.215364
-1638.676113,1107,1827.227451
-2240.956516,1096,1830.993338
-2123.473515,1095,1834.070154
-2285.700487,1080,1837.809963
-2364.646089,1099,1855.521882
-2337.260292,1108,1859.104911
-2436.527111,1084,1862.874492
-2434.96411,1104,1880.458205
69.731398,1182,1884.706414
-1692.570507,1155,1888.353325
-2318.524504,1131,1891.798464
-1818.387519,1140,1909.000651
-1624.953116,1119,1913.015108
-2012.821103,1124,1916.480945
-1949.559096,1127,1919.982031
-1823.714001,1146,1937.223501
-1886.864602,1134,1940.887977
-1899.14452,1131,1944.433964
-2498.570298,1143,1961.061536
-1922.793115,1087,1964.744341
