#{"t_start": 1763438548.0531776, "env_id": "None"}
r,l,t
-3108.211006,1086,6.753376
-4077.339106,1052,11.181049
-4010.250299,1063,15.428519
-3734.95059,1062,42.912019
-3371.093106,1087,46.691077
-214.917598,1089,50.475825
-2260.350091,1064,54.03608
-3553.699598,1097,73.339718
-4103.97282,1058,76.965548
-3934.419116,1052,80.316259
-3717.150107,1064,83.96098
-3154.852809,1058,101.415051
-3256.063611,1082,105.043911
-2262.331498,1071,108.568855
-3284.250299,1063,112.26044
-1532.896504,1096,129.509807
-3739.132081,1059,133.469245
-4193.712789,1073,137.166888
-2856.970284,1068,140.772468
-3116.899119,1079,158.502046
-4172.37151,1071,162.185492
-3443.190299,1068,165.713527
-1963.871012,1086,183.326047
-2922.512799,1073,186.932845
-3021.333597,1057,190.30004
-4078.995284,1043,193.708028
-3848.985296,1048,211.406203
-3783.752802,1058,214.575146
-3435.450286,1068,217.989625
-3964.450605,1062,221.272787
-2977.060497,1080,238.21403
-3591.596616,1077,241.942801
-3209.643614,1082,244.799551
-4034.973595,1057,248.087819
-2886.417622,1089,265.397889
-2860.080001,1090,269.289694
-2675.922788,1098,272.711853
-3587.397599,1089,276.05649
-3543.370019,1065,292.771811
-3620.871013,1070,296.526064
-3635.811018,1070,299.975725
-3170.882492,1091,316.32368
-3421.565107,1092,319.986429
-1653.973495,1111,323.522396
-4054.67279,1073,326.890718
-3733.241989,1081,343.870362
-2867.114504,1075,347.590284
-3478.734509,1056,350.894461
-3021.331004,1086,354.224436
-3410.010019,1065,371.280706
-1625.557799,1078,374.46305
-3585.995495,1055,377.692029
-2403.550003,1065,380.931204
-1256.737797,1078,397.959371
-2736.905297,1083,401.676515
-3298.350287,1063,404.445728
-3238.172812,1058,407.686049
-3738.451512,1060,424.870076
-1191.585298,1163,428.597578
-3937.5271,1047,431.901612
-2861.2378,1078,448.28214
-2721.487247,1098,451.927204
-3539.050993,1070,455.700473
-3682.131509,1060,458.992254
-1597.257818,1078,475.566867
-2786.873598,1074,479.45698
-3111.862003,1050,482.739819
-3357.530608,1069,486.084599
-2608.634497,1056,502.936954
-1915.1906,1069,506.590258
-1655.247786,1093,509.985178
-1879.120017,1090,513.370076
-1837.810602,1094,530.385438
-2963.809501,1100,533.703914
-3852.862,1050,536.936716
-5124.383611,1049,540.157281
-2598.856101,1107,557.179779
-3332.111488,1060,560.68515
-3422.799089,1079,563.472913
-4774.05279,1058,566.697971
-3956.016585,1054,584.289419
-2787.483593,1082,587.679224
-4222.769979,1066,590.973947
-3279.106089,1099,607.482033
-2927.596587,1077,611.200477
-3599.891001,1070,614.618459
-2556.555511,1076,617.954521
-2780.130997,1086,634.334571
-3553.010606,1069,637.917027
-4413.894511,1075,641.2683
-2544.936505,1096,644.794923
