#{"t_start": 1763438548.0532084, "env_id": "None"}
r,l,t
-3139.294503,1075,6.706733
-4273.81661,1054,11.143933
-3602.291508,1071,15.429874
-4171.290086,1067,42.925173
-3551.965115,1092,46.718939
-3299.085084,1092,50.508848
-2471.888004,1105,54.201395
-3833.590587,1062,73.393839
-4097.990311,1068,77.04826
-2880.151017,1070,80.448243
-3834.160515,1051,84.073642
-3091.657779,1078,101.579488
-3223.893004,1101,105.289316
-2943.593099,1087,108.889034
-2747.628049,1082,112.641412
-2547.537777,1078,129.895131
-3099.210103,1067,133.786913
-4283.510281,1068,137.476012
-2840.816497,1096,155.128319
-3415.110005,1066,158.87508
-2503.3778,1078,162.567453
-2998.032794,1058,166.077899
-4095.839107,1052,183.542797
-2820.592111,1072,187.168076
-3092.992119,1059,190.509549
-3082.184103,1104,194.12983
-924.564092,1104,211.961015
-3416.191506,1060,215.247679
-3367.796505,1160,218.828368
-3863.77279,1073,222.133479
-3615.369995,1065,239.104499
-3142.341997,1081,242.831914
-3167.633594,1074,245.640867
-3833.612093,1059,248.914879
-3927.213602,1057,266.331677
-3745.416583,1077,270.00477
-2710.550296,1063,273.323401
-3271.130608,1069,276.592762
-799.151978,1106,293.520911
-3459.456602,1077,297.27868
-3250.330082,1067,300.665772
-3919.496623,1077,316.927794
-1949.590614,1069,320.636211
-3870.322001,1081,324.003886
-3184.267091,1084,327.448851
-3491.510102,1067,344.32194
-1947.0836,1082,348.065204
-3792.237799,1078,351.440687
-3009.071485,1071,354.74222
-3615.45029,1063,371.844554
-1987.807113,1084,374.953617
-3086.152806,1073,378.252819
-2979.590995,1061,381.481953
-3667.890298,1068,398.474055
-2843.067123,1084,402.228916
-3799.083606,1082,405.011124
-3820.991004,1061,408.263893
-4289.770997,1045,425.438633
-3834.69156,1084,428.898168
-3309.470017,1066,432.27839
-3755.413106,1044,448.543128
-2436.67012,1067,452.120969
-2350.760494,1080,455.883083
-2178.777803,1078,459.237474
-3552.751007,1070,475.778825
-1444.857589,1089,479.732357
-2921.126443,1081,483.106119
-3745.910308,1063,486.475064
-2962.820009,1090,503.489757
-2992.330008,1065,507.023285
-3059.691504,1060,510.347175
-2883.951509,1071,513.641275
-2113.94511,1092,530.699599
-3599.59543,1045,533.798882
-2068.902788,1098,537.176744
-3806.472816,1073,540.491896
-1980.162816,1098,557.505734
-3390.11099,1086,561.060896
-2997.227997,1105,563.93496
-2105.252089,1059,581.15742
-3395.793512,1095,584.967544
-1666.082492,1091,588.286524
-2561.273099,1119,591.743556
-4823.51101,1045,608.093052
-4122.610607,1062,611.827209
-3345.352806,1073,615.203123
-2493.142797,1113,618.668011
159.174392,1137,635.348346
-2705.381995,1081,638.863195
-2022.697608,1089,642.282089
-2813.674492,1056,645.60887
-701.671986,1106,662.367381
-2750.78279,1098,666.01379
-3615.667797,1093,669.388529
66.456492,1220,687.272169
-3726.627108,1047,690.467261
-1783.275584,1194,694.167695
-2015.8678,1093,697.624247
-3705.633588,1057,714.496871
-3461.371006,1070,718.285088
-2474.935504,1076,721.598841
148.043912,1107,724.521349
104.863899,1232,741.869521
-4156.31451,1056,745.569337
-2060.161984,1081,748.862254
-1468.493482,1095,765.435753
-2009.045112,1092,769.366371
-2592.553587,1074,772.6622
-1555.943591,1082,776.110565
-4245.917799,1078,792.341067
-1845.957799,1078,796.101294
-2366.430989,1070,799.667847
-1048.960003,1090,803.073886
-2545.923597,1082,819.304797
-2021.550985,1086,822.994667
-2868.353497,1095,826.425282
-3331.892103,1072,829.853384
-1124.605292,1083,846.755552
-2979.743582,1082,849.967153
-2675.825104,1092,853.366487
-2579.500501,1080,856.686949
-2568.515312,1088,874.007839
-4163.763603,1082,877.446906
-1713.461101,1124,881.463972
-1617.509495,1100,898.753806
-2691.157599,1089,902.550081
-1191.295486,1076,905.891227
-2284.020294,1103,909.220157
-2929.016598,1102,925.494018
-1895.617785,1078,929.273091
-1970.304095,1104,932.669982
-3921.640497,1051,935.909147
-1349.336594,1102,952.485398
-1962.430587,1094,956.172989
-2462.4,1090,959.549263
-2318.262022,1081,962.895115
-2324.520305,1108,979.821909
-3134.277787,1078,983.5933
-1924.845292,1083,987.423673
-2660.791005,1070,1004.548431
-2011.753087,1087,1007.891998
-1297.330999,1070,1011.513218
-3630.513589,1057,1015.016029
-2679.257587,1089,1033.150238
-2611.26711,1084,1036.952504
-2571.371489,1135,1040.13456
-3776.416607,1077,1043.710743
-3503.016621,1077,1061.102298
-2566.433494,1111,1064.968471
-4057.075485,1076,1068.234307
-2614.155307,1088,1071.126449
-2164.601998,1081,1088.03781
-2874.976117,1107,1091.63568
-3587.450104,1064,1094.888302
-3540.49449,1075,1111.40988
-2510.857794,1078,1115.112677
-2932.733493,1095,1118.497226
-2816.477585,1089,1121.948718
-1693.26461,1509,1139.906539
-1994.336583,1102,1143.662146
-2444.670307,1068,1146.902987
-1204.142014,1081,1150.210196
-1984.210605,1094,1167.300325
-1008.976509,1096,1170.7778
-1933.045098,1092,1174.144003
-1434.114512,1075,1191.295567
-1937.207111,1084,1194.912427
-1846.657593,1089,1197.933803
-2762.89309,1087,1201.367479
-3436.63351,1095,1218.461468
-2752.854492,1075,1222.161762
-2979.271498,1060,1225.379012
-2118.060295,1263,1229.273987
-3508.53506,1069,1246.181944
-2599.788987,1085,1249.529906
-2176.765286,1083,1252.907111
-810.987813,1093,1269.331321
-3275.152084,1072,1273.074444
-1703.242503,1091,1276.425598
-2658.640491,1080,1279.731435
-2846.612027,1106,1296.135693
-2889.655499,1076,1299.837957
-1008.737809,1133,1303.516617
-2296.880504,1080,1306.838629
-2524.063593,1082,1323.738388
-2864.827797,1093,1326.891329
-2194.251983,1106,1330.398517
-2447.189004,1085,1333.995217
-3260.493077,1087,1351.306767
-2608.742801,1098,1354.807252
-2134.872998,1101,1357.724539
230.005412,1222,1374.890267
-1698.925298,1083,1378.541517
-520.016113,1107,1382.047524
-2583.57548,1076,1385.338364
-2160.965103,1092,1401.585013
-1969.950597,1094,1405.34901
-2076.788012,1105,1408.708646
-3475.892092,1072,1412.092766
-2353.559603,1097,1428.435358
-2506.670602,1069,1432.129462
-2798.955305,1088,1435.409873
-2147.550597,1094,1438.8078
-1047.127605,1114,1455.869321
-2655.068995,1085,1459.356368
-1979.695303,1088,1462.700894
-3505.6321,1072,1479.479004
-2015.907084,1084,1483.276314
-1858.665311,1083,1486.217737
-2573.736603,1077,1489.687385
-2510.477608,1089,1506.858975
-2281.142516,1091,1510.623862
-3341.430095,1064,1513.942642
-1510.854005,1146,1517.062979
-2695.260492,1080,1533.87035
-1961.251003,1086,1537.709508
-1140.026958,1091,1541.087664
-1584.006104,1099,1544.549704
-2206.602001,1081,1560.886347
-2180.299608,1097,1564.542859
-1696.742506,1091,1568.017523
-2808.734459,1065,1584.363009
-1215.024436,1090,1588.032788
-2034.664604,1109,1591.582689
-1815.052104,1184,1595.369085
-2014.588994,1085,1612.197032
-3620.960511,1051,1615.903869
-1135.107992,1105,1619.369198
-2039.221091,1199,1623.17168
-625.827813,1118,1640.376812
-2894.340284,1103,1643.606627
-2390.718601,1757,1649.552087
-1623.524521,1131,1666.875441
-2016.540276,1103,1670.56817
86.086454,1327,1674.510315
-2244.636605,1077,1691.894228
-1930.667111,1084,1695.666603
-1622.377604,1089,1699.028059
-885.63962,1097,1702.475265
-1894.949592,1122,1719.157213
71.131007,1110,1723.164191
-2368.797799,1078,1726.507334
-2532.268548,1104,1729.975595
-478.360014,1090,1747.49519
-194.372618,1214,1751.982889
-1618.185107,1092,1755.64727
-1789.856577,1102,1772.766867
-1826.266101,1099,1776.657884
-1444.48779,1093,1780.120723
-2344.116599,1077,1783.547573
-1469.056504,1096,1800.312786
-1968.277606,1089,1803.689834
-2146.084102,1104,1807.280803
-2113.492492,1115,1810.699733
-2625.765108,1092,1827.766945
-1962.9761,1107,1831.496677
271.032414,1114,1834.641853
-2097.500086,1664,1854.247356
-1848.687993,1105,1857.995755
-1761.422492,1091,1861.737413
-2508.853088,1087,1864.868763
-549.592988,1101,1883.185215
-1628.323948,1156,1886.989521
271.060004,1265,1890.903496
-1471.6626,1142,1907.981718
-1945.953005,1126,1912.119977
-1805.408999,1110,1915.574524
-535.910482,1155,1919.168625
-1670.330301,1148,1936.289214
-2077.394766,1308,1940.603363
-2261.215289,1123,1944.127599
-1821.092989,1101,1960.63966
-1924.342595,1117,1964.402446
-1948.420092,1139,1967.926405
-1594.158492,1120,1971.370364
-704.104594,1109,1988.259676
-2713.436113,1107,1992.179081
-871.699611,1097,1995.221788
-1932.487811,1093,1998.595837
-2612.200284,1108,2015.573545
-1893.558101,1112,2019.323522
-1280.327008,1125,2023.106025
-638.440289,1103,2040.38957
-1584.026103,1099,2044.137449
-1624.940109,1139,2047.913126
-1660.268997,1110,2051.591515
-1887.606093,1099,2069.529007
-1249.582801,1113,2073.208714
-1952.459588,1097,2076.624631
-1966.047794,1118,2080.233225
-2757.706112,1099,2097.154816
-1872.036608,1102,2100.916905
-2058.013494,1095,2104.371528
-2237.6935,1095,2120.856155
-1651.358093,1112,2124.568964
-2051.569014,1085,2128.0495
-2140.506111,1099,2131.415055
-1141.309487,1100,2148.562736
-1738.555296,1088,2151.776535
-2629.987621,1114,2155.170748
-1072.63158,1129,2158.731308
-1631.149493,1100,2175.639646
-3445.309997,1065,2179.342952
-1918.573107,1087,2182.540792
-2560.57309,1087,2185.862507
-1901.349002,1085,2203.165141
-1478.613481,1111,2206.894897
-1963.385099,1092,2210.943976
-2050.450977,1086,2228.866424
-1862.192983,1126,2232.801196
-2161.7846,1134,2236.877635
-2153.130298,1148,2240.79283
-1827.653499,1111,2258.405866
-1792.309488,1100,2262.169508
-1244.156599,1102,2265.720098
-2538.333084,1087,2269.093955
-1438.470304,1068,2285.952559
-2122.300315,1108,2289.531796
-2668.166096,1099,2292.892213
-2452.436606,1077,2296.267012
-2387.923616,1082,2313.153871
-2124.587812,1093,2316.674262
-2564.933503,1095,2320.077569
-1993.425105,1092,2337.114536
-1806.116602,1102,2340.895472
-2299.139108,1079,2343.686291
-2093.291987,1106,2347.136498
-2211.902485,1091,2364.415122
-1976.459586,1097,2368.295277
-2616.005098,1092,2371.748488
-2138.652806,1073,2374.566606
-951.007799,1093,2391.945009
-1234.15448,1075,2395.531453
-596.889512,1100,2399.05429
-3850.950318,1068,2402.480369
-3011.738092,1112,2419.399085
-2489.837594,1089,2422.960313
-3799.7301,1064,2426.287892
-2085.02712,1084,2442.754428
-2301.305299,1083,2446.557433
-2812.40711,1084,2449.949948
-3127.15278,1058,2453.165302
-2190.083591,1082,2470.255423
-2370.450604,1094,2473.982215
-1777.847811,1093,2477.31762
-1865.590591,1094,2480.749463
-2732.891487,1071,2498.371562
-816.235492,1076,2501.283189
-1465.082516,1091,2504.679903
-2443.734508,1075,2508.024049
-1698.966092,1099,2524.960505
-1913.189504,1100,2528.61996
-1948.647812,1118,2531.629694
-2588.450308,1063,2548.801109
-2164.447793,1093,2552.639482
-1647.811104,1207,2556.506701
-697.035595,1162,2560.438151
-2320.197597,1089,2577.39816
-2036.125104,1092,2581.272851
-3025.862809,1113,2584.897986
-2103.903599,1082,2588.559707
-1780.5166,1077,2605.172288
-2818.756588,1102,2608.762647
-2597.719985,1090,2612.286522
-1609.296494,1096,2628.726228
-517.447482,1140,2632.617847
-1953.470595,1094,2635.957265
-2081.836507,1096,2639.347511
-730.232796,1138,2656.498305
-2076.305096,1092,2659.724973
-1473.485309,1128,2663.233665
-2424.427799,1093,2666.648535
-1397.759609,1097,2683.909487
-1956.136622,1102,2687.782753
-2155.273497,1095,2690.722414
-1679.680287,1103,2694.097024
-2162.700281,1108,2711.331563
-2097.409008,1110,2714.978533
-1707.925498,1276,2719.227663
-2252.766082,1099,2736.291136
-1608.406094,1099,2739.943545
-2656.176494,1096,2743.60244
-1860.378503,1120,2747.327878
-2198.852996,1101,2763.979701
-2149.609495,1100,2767.418135
-2371.231614,1129,2770.917114
-2159.373098,1087,2787.592828
-1230.664108,1104,2791.179711
-2424.053994,1146,2794.819268
-2116.288983,1110,2798.287277
-1862.060305,1108,2815.35051
-1390.067517,1140,2818.691078
-2433.849516,1100,2822.017168
-1810.492014,1106,2825.417584
-2467.035013,1141,2843.036238
