#{"t_start": 1762226713.1954372, "env_id": "None"}
r,l,t
-572.253445,2221,6.477607
-601.753445,2221,25.439099
-661.753444,2221,32.116396
-629.753444,2221,50.86958
-656.309,2221,57.790407
-727.309,2221,76.103483
-744.309,2221,83.517253
-776.309,2221,101.705631
-859.309,2221,108.118202
-723.309,2221,127.056807
-736.309,2221,133.290782
-838.809,2221,152.232362
-817.309,2221,170.520998
-701.309,2221,176.945234
-707.753444,2221,196.87212
-574.753445,2221,203.543272
-520.753444,2221,223.625968
-891.309,2221,229.996695
-895.309,2221,250.275258
-979.309,2221,256.598784
-961.809,2221,275.45853
-926.309,2221,282.905763
-906.809,2221,302.305064
-859.809,2221,322.407226
-860.809,2221,329.137643
-868.309,2221,349.038095
-961.309,2221,355.632933
-843.309,2221,375.310743
-855.309,2221,383.607993
-803.809,2221,402.481847
-825.309,2221,409.019278
-699.309,2221,428.768718
-700.809,2221,434.979049
-673.809,2221,454.504903
-671.809,2221,472.962463
-716.809,2221,480.292999
-656.309,2221,498.64824
-680.809,2221,505.47356
-634.309,2221,525.905484
-663.309,2221,533.814023
-606.253444,2221,554.250319
-662.753445,2221,560.996553
-666.309,2221,580.583415
-571.753444,2221,587.033169
-662.809,2221,605.704026
-593.753444,2221,611.912446
-524.253444,2221,631.828308
-550.253444,2221,651.226474
-473.753445,2221,657.865891
-492.253445,2221,676.352649
-545.253445,2221,684.031044
-480.753445,2221,702.62796
-458.753445,2221,709.077841
-383.253444,2221,728.976025
-432.753444,2221,735.313776
-418.753445,2221,755.047262
-377.753444,2221,761.529377
-340.975667,2221,781.595632
-374.253445,2221,800.37921
-420.753445,2221,807.757214
-392.753445,2221,827.698505
-348.753445,2221,834.217122
-400.253444,2221,854.016726
-472.253444,2221,860.384243
-355.753445,2221,880.150192
-436.753444,2221,886.669599
-339.253444,2221,905.49071
-361.142334,2221,912.664446
-361.753445,2221,931.355503
-376.253445,2221,950.821943
-586.253444,2221,957.499822
-640.253445,2221,975.79764
-520.753444,2221,983.249637
-619.753445,2221,1001.937802
-540.753444,2221,1008.490888
-480.753445,2221,1028.171511
-382.253445,2221,1034.493744
-447.753444,2221,1054.491036
-461.253445,2221,1060.667412
-522.753444,2221,1080.473101
-522.753444,2221,1086.655608
-486.253444,2221,1105.361003
-492.253445,2221,1124.827279
-571.253445,2221,1131.39607
-538.253444,2221,1150.931318
-517.253444,2221,1157.388465
-497.753444,2221,1176.178653
-500.753444,2221,1183.921981
-437.753444,2221,1203.00339
-458.753444,2221,1210.637517
-462.253444,2221,1229.518315
-428.253445,2221,1235.795026
-425.753444,2221,1256.235538
-435.753444,2221,1274.926258
-387.753444,2221,1282.408051
-459.753444,2221,1301.24894
-413.753445,2221,1307.813223
-422.753444,2221,1327.448353
-394.753445,2221,1333.807201
-374.253444,2221,1353.579582
-342.142333,2221,1360.126059
-360.253444,2221,1380.351927
-351.253445,2221,1386.502313
-420.753444,2221,1406.034003
-340.753445,2221,1425.799115
-445.253445,2221,1432.37196
-357.753445,2221,1451.798535
-350.253444,2221,1458.123397
-366.753445,2221,1477.723949
-376.253445,2221,1484.427926
-320.475666,2221,1503.316561
-363.253444,2221,1510.846531
-368.253444,2221,1529.509594
-322.253444,2221,1535.88639
-382.753444,2221,1555.842126
-371.253444,2221,1562.271555
-364.253444,2221,1581.872025
-352.753444,2221,1600.539952
-424.253444,2221,1607.120196
-187.809,2221,1626.887314
-267.809001,2221,1633.233861
-317.475665,2221,1653.144341
-337.475666,2221,1659.51647
-267.809002,2221,1680.550193
-295.753443,2221,1687.195983
-283.809,2221,1705.950665
-284.809001,2221,1713.256706
-271.309002,2221,1732.21342
-213.809004,2221,1752.151558
-236.309001,2221,1758.755375
-318.975666,2221,1778.683629
-263.308997,2221,1785.414008
-256.809001,2221,1804.668554
-239.309003,2221,1812.054799
-304.808998,2221,1830.962137
-261.809001,2221,1837.239104
-220.809002,2221,1857.502591
-257.308999,2221,1863.855876
-291.808999,2221,1883.744532
-284.808998,2221,1902.573179
-280.808999,2221,1910.243217
-258.308997,2221,1929.415015
-288.808999,2221,1935.972394
-267.309002,2221,1955.442599
-295.309001,2221,1961.973262
-282.309003,2221,1981.960418
-197.308999,2221,1988.279241
-284.308997,2221,2008.443558
-288.809004,2221,2014.729883
-339.253443,2221,2034.223989
-283.253444,2221,2041.389244
-309.309003,2221,2060.619792
-304.309,2221,2080.329074
-265.808999,2221,2086.926258
-218.309001,2221,2107.267159
-239.309002,2221,2113.692359
-230.808995,2221,2132.826898
-224.753444,2221,2140.128703
-346.308998,2221,2159.36709
-313.309,2221,2165.891731
-344.308997,2221,2185.715327
-334.809002,2221,2191.979071
-348.309,2221,2212.047952
-323.809003,2221,2231.061609
-335.753442,2221,2237.494437
-321.753446,2221,2256.896741
-269.309,2221,2263.326199
-231.809001,2221,2283.092419
-287.808998,2221,2289.59551
-364.753445,2221,2309.497707
-300.808999,2221,2315.796617
-330.809001,2221,2334.969654
-269.308999,2221,2342.18307
-303.809001,2221,2361.408242
-227.809,2221,2381.039908
-169.308997,2221,2387.824308
-224.309001,2221,2407.841277
-317.308997,2221,2414.355356
-204.308995,2221,2433.287222
-246.309003,2221,2440.637255
-235.809001,2221,2460.297951
-322.808997,2221,2466.570751
-323.308998,2221,2486.563142
-330.308997,2221,2492.754204
-378.808997,2221,2513.035126
-310.308997,2221,2519.193889
-333.809,2221,2539.406529
-328.308999,2221,2558.514207
-374.309,2221,2565.005884
-315.809,2221,2585.234272
-300.808998,2221,2591.494252
-307.808999,2221,2611.522408
-276.809003,2221,2617.715097
-336.308998,2221,2637.754989
-323.808999,2221,2644.288114
-374.809001,2221,2663.097912
-205.809,2221,2670.437937
-240.309004,2221,2689.277013
-282.253443,2221,2709.314303
-317.809005,2221,2715.788572
-272.253445,2221,2734.982426
-325.808999,2221,2742.566548
-327.309001,2221,2761.647379
-307.809001,2221,2768.045997
-277.808998,2221,2788.084295
-214.808999,2221,2794.512992
-312.309003,2221,2814.331459
-317.309,2221,2820.703464
-339.808997,2221,2840.926452
-328.808998,2221,2859.987361
-273.309,2221,2866.444643
-244.308999,2221,2886.457936
-498.253445,2221,2892.877119
-260.308996,2221,2913.838063
-278.308997,2221,2920.268713
-275.809,2221,2939.909701
-313.308997,2221,2946.306431
-292.308999,2221,2965.301146
-216.308999,2221,2972.630942
-317.309001,2221,2991.7779
-306.809,2221,2998.176746
-358.309004,2221,3018.25544
