#{"t_start": 1762226713.2399025, "env_id": "None"}
r,l,t
-601.253445,2221,6.433131
-702.809,2221,25.397516
-605.809,2221,32.071908
-692.809,2221,50.82482
-641.309,2221,57.745922
-795.809,2221,76.059017
-685.809,2221,83.472766
-763.309,2221,101.661072
-778.809,2221,108.073706
-768.809,2221,127.012298
-803.309001,2221,133.246295
-787.809,2221,152.18758
-794.809,2221,170.476454
-711.809,2221,176.900726
-652.253445,2221,196.827656
-558.753444,2221,203.498827
-649.253445,2221,223.581504
-867.809,2221,229.952208
-906.809,2221,250.230824
-922.809,2221,256.5543
-886.309,2221,275.414019
-846.309,2221,282.861219
-978.809,2221,302.260522
-908.809,2221,322.36305
-890.309,2221,329.09317
-879.309,2221,348.993623
-931.309,2221,355.588925
-916.809,2221,375.268694
-836.309,2221,383.563528
-882.309,2221,402.437341
-837.809,2221,408.974504
-773.309,2221,428.724726
-705.809,2221,434.934452
-650.809,2221,454.460443
-685.309,2221,472.917887
-681.309,2221,480.248539
-740.309,2221,498.60395
-690.309,2221,505.429095
-687.309,2221,525.858413
-660.809,2221,533.76948
-646.753444,2221,554.204563
-720.309,2221,560.952088
-571.753445,2221,580.538475
-643.809,2221,586.988663
-663.309,2221,605.65948
-572.753444,2221,611.867634
-528.753445,2221,631.783838
-540.253444,2221,651.181937
-489.253445,2221,657.821409
-484.253445,2221,676.308185
-500.753445,2221,683.986688
-476.753444,2221,702.583485
-459.253444,2221,709.033047
-400.753444,2221,728.931525
-470.753444,2221,735.269239
-408.253444,2221,755.002812
-426.753444,2221,761.484813
-383.753444,2221,781.55104
-411.753445,2221,800.334081
-436.253444,2221,807.71236
-406.753444,2221,827.653951
-372.253445,2221,834.173034
-343.753445,2221,853.972291
-451.253445,2221,860.339781
-366.753444,2221,880.105772
-387.753445,2221,886.625241
-347.253445,2221,905.446029
-341.253445,2221,912.620153
-331.753445,2221,931.311023
-333.753444,2221,950.777734
-599.309,2221,957.455341
-609.253445,2221,975.755291
-590.753444,2221,983.205082
-524.253444,2221,1001.893426
-568.253444,2221,1008.44641
-488.253444,2221,1028.128505
-524.253444,2221,1034.449239
-528.253444,2221,1054.446554
