#{"t_start": 1762226713.250028, "env_id": "None"}
r,l,t
-535.253445,2221,6.423127
-509.253445,2221,25.384969
-574.253445,2221,32.062077
-638.253445,2221,50.815026
-783.309,2221,57.735673
-689.809,2221,76.049022
-648.809,2221,83.462359
-772.309,2221,101.651361
-936.309,2221,108.063457
-752.309,2221,127.002258
-760.809,2221,133.236099
-829.809,2221,152.17782
-769.309,2221,170.466391
-701.309,2221,176.890413
-681.809,2221,196.817565
-578.753444,2221,203.488837
-628.809,2221,223.571707
-926.309,2221,229.941851
-868.309,2221,250.22069
-844.309,2221,256.544095
-930.309,2221,275.40382
-876.309,2221,282.850915
-910.309,2221,302.25027
-986.809,2221,322.352764
-850.309,2221,329.083061
-897.809,2221,348.985354
-889.809,2221,355.578708
-816.309,2221,375.256654
-919.309,2221,383.553085
-891.309,2221,402.430838
-792.809,2221,408.964432
-681.309,2221,428.713917
-670.309,2221,434.92411
-612.753445,2221,454.450208
-659.809,2221,472.907976
-727.809,2221,480.238321
-725.809,2221,498.594005
-612.253445,2221,505.41924
-598.809,2221,525.848458
-566.753445,2221,533.759349
-754.809,2221,554.194623
-596.753444,2221,560.942142
-569.253445,2221,580.529582
-568.253445,2221,586.978424
-612.253444,2221,605.649125
-559.253444,2221,611.857769
-582.309,2221,631.773389
-463.753444,2221,651.17185
-510.753445,2221,657.811645
-467.753444,2221,676.297943
-487.753445,2221,683.976344
-453.253445,2221,702.573068
-442.753444,2221,709.023066
-435.753444,2221,728.921298
-394.253444,2221,735.259299
-420.253445,2221,754.992462
-395.253444,2221,761.474778
-392.753444,2221,781.540601
-423.253444,2221,800.32412
-403.253445,2221,807.702304
-421.753444,2221,827.643948
-365.753444,2221,834.163183
-383.753445,2221,853.96192
-465.253444,2221,860.329305
-398.753444,2221,880.095685
-399.753445,2221,886.615139
-409.253445,2221,905.436152
-368.753445,2221,912.609823
-385.753445,2221,931.300792
-364.753444,2221,950.767729
-672.809,2221,957.445122
-648.309,2221,975.7445
-549.753444,2221,983.195279
-518.253445,2221,1001.883373
-470.753445,2221,1008.436344
-506.253444,2221,1028.117017
-488.253444,2221,1034.438855
-520.253445,2221,1054.436705
-476.753445,2221,1060.612849
-527.753445,2221,1080.418141
-567.753444,2221,1086.600741
-477.753445,2221,1105.306425
-460.253444,2221,1124.772566
-466.753445,2221,1131.341131
-506.753445,2221,1150.876455
-560.253445,2221,1157.333873
-519.253445,2221,1176.123861
-537.253445,2221,1183.86808
-473.753444,2221,1202.9508
-435.753444,2221,1210.582567
-413.253444,2221,1229.463735
-427.253445,2221,1235.740512
-490.253445,2221,1256.181002
-416.253444,2221,1274.871693
-387.753445,2221,1282.3539
-394.753445,2221,1301.194452
-378.753445,2221,1307.758581
-473.753445,2221,1327.393531
-442.753445,2221,1333.75254
-414.753444,2221,1353.52539
-409.253445,2221,1360.071093
-467.753444,2221,1380.297579
-369.253444,2221,1386.447869
-380.253444,2221,1405.979371
-399.253445,2221,1425.74413
-377.753444,2221,1432.317313
-334.142333,2221,1451.743904
-342.253445,2221,1458.068438
-293.975668,2221,1477.669395
-355.753443,2221,1484.373421
-285.253442,2221,1503.261941
-411.253445,2221,1510.79171
-373.253445,2221,1529.455239
-390.753444,2221,1535.831783
-413.753444,2221,1555.788522
-373.753444,2221,1562.216939
-349.253444,2221,1581.817569
-336.475667,2221,1600.485126
-348.975669,2221,1607.06585
-395.753444,2221,1626.832799
-326.975667,2221,1633.179108
-334.253444,2221,1653.089344
-260.309002,2221,1659.461041
-280.809004,2221,1680.49582
-279.809002,2221,1687.141374
-234.809001,2221,1705.895758
-335.475668,2221,1713.201934
-207.309,2221,1732.15893
-297.808998,2221,1752.096714
-250.809001,2221,1758.701303
-318.309002,2221,1778.629231
-293.309002,2221,1785.359668
-266.309001,2221,1804.614556
-252.809003,2221,1811.999511
-203.809,2221,1830.907796
-251.308998,2221,1837.184631
-235.808999,2221,1857.446676
-241.809,2221,1863.80113
-274.809001,2221,1883.689766
-246.808999,2221,1902.518533
-296.808999,2221,1910.188661
-320.753444,2221,1929.360341
-281.309,2221,1935.917899
-282.808997,2221,1955.387938
-337.753442,2221,1961.919026
-260.309003,2221,1981.906076
-265.308998,2221,1988.224329
-260.308998,2221,2008.38894
-293.808996,2221,2014.675354
-286.309,2221,2034.169029
-264.309001,2221,2041.334623
-168.809004,2221,2060.56485
-288.308998,2221,2080.274499
-264.809001,2221,2086.87155
-294.309003,2221,2107.212405
-302.975668,2221,2113.63779
-285.308998,2221,2132.772168
-323.309003,2221,2140.073744
-305.808998,2221,2159.312974
-238.309,2221,2165.837016
-310.809001,2221,2185.660365
-313.308999,2221,2191.92446
-340.309005,2221,2211.993007
-337.308995,2221,2231.006707
-326.309,2221,2237.439714
-340.309001,2221,2256.841915
-317.809003,2221,2263.272013
-325.808999,2221,2283.038235
-250.809002,2221,2289.54109
-336.809,2221,2309.442622
-225.308999,2221,2315.742234
-222.809002,2221,2334.914765
-177.309003,2221,2342.128525
-314.309003,2221,2361.353488
-372.753444,2221,2380.985035
-335.809,2221,2387.769717
-350.309004,2221,2407.786819
-230.809,2221,2414.300524
-238.808997,2221,2433.232897
-323.308999,2221,2440.582353
-328.809,2221,2460.243409
-381.308997,2221,2466.515909
-358.809001,2221,2486.50741
-360.308995,2221,2492.699492
-323.808998,2221,2512.980354
-326.309,2221,2519.138964
-339.808996,2221,2539.35174
-323.808999,2221,2558.460111
-344.808999,2221,2564.950902
-302.309002,2221,2585.179559
-329.808998,2221,2591.440087
-316.809,2221,2611.467178
-335.808998,2221,2617.660506
-229.309002,2221,2637.700671
-326.809002,2221,2644.23366
-302.309002,2221,2663.043471
-312.808999,2221,2670.383207
-309.308999,2221,2689.222114
-252.309001,2221,2709.259755
-319.309,2221,2715.734298
-346.309001,2221,2734.927645
-350.809004,2221,2742.511617
-320.809001,2221,2761.592712
-330.808996,2221,2767.991244
-299.309003,2221,2788.029571
-278.808999,2221,2794.458044
-310.308995,2221,2814.276564
-239.808997,2221,2820.648202
-301.809002,2221,2840.871912
-316.309005,2221,2859.93265
-281.809,2221,2866.390236
-346.808999,2221,2886.403628
-258.308999,2221,2892.823128
-113.809001,2221,2913.783184
-237.808999,2221,2920.214184
-314.809003,2221,2939.855039
-219.309003,2221,2946.251547
-228.308997,2221,2965.246953
-297.308996,2221,2972.576043
-330.309001,2221,2991.723263
-356.809,2221,2998.122402
-356.308999,2221,3018.200706
-346.809001,2221,3038.581579
-331.808998,2221,3045.265915
-345.809002,2221,3064.500752
-282.308998,2221,3072.074962
-293.808997,2221,3091.42847
-344.309001,2221,3097.785554
-362.809001,2221,3117.981426
-347.809001,2221,3124.325274
-318.808998,2221,3144.47226
-305.309001,2221,3150.726348
-333.809,2221,3171.189819
-329.309003,2221,3190.59957
-279.309002,2221,3197.160337
-302.809001,2221,3216.975855
-310.809,2221,3223.537827
-299.308999,2221,3243.458813
-370.809,2221,3249.940088
-298.808998,2221,3269.797152
-289.809,2221,3276.151624
-301.308998,2221,3295.60339
-241.309002,2221,3302.964556
-306.808997,2221,3322.579338
-333.309002,2221,3342.454899
-338.309001,2221,3349.049092
-236.808997,2221,3369.205007
-334.809001,2221,3375.690827
-283.808999,2221,3394.55933
-289.809003,2221,3401.96456
-310.808998,2221,3421.536684
-331.308999,2221,3427.785567
-268.809001,2221,3447.953684
-348.309002,2221,3454.586825
-233.309,2221,3474.477323
-235.809001,2221,3480.716453
-374.253444,2221,3500.794224
-264.309003,2221,3519.801164
-238.809002,2221,3526.243915
-305.753448,2221,3546.507272
-451.753445,2221,3553.019627
-301.753447,2221,3573.11128
-274.808998,2221,3579.70859
-215.253444,2221,3598.944922
-275.809,2221,3606.273572
-336.809,2221,3625.607731
-231.809,2221,3631.88545
-489.253444,2221,3652.09764
-358.309002,2221,3672.435792
-278.809,2221,3679.091209
-268.809,2221,3698.402113
-281.309,2221,3706.154036
-341.809002,2221,3725.75905
-308.808996,2221,3733.1916
-473.753445,2221,3752.744156
-341.309002,2221,3759.308463
-316.309003,2221,3779.785907
-340.809,2221,3786.022793
-326.308999,2221,3806.223696
-284.309002,2221,3825.117101
-348.309002,2221,3832.930794
-330.753447,2221,3852.325594
-255.808998,2221,3858.8033
-340.308999,2221,3878.650531
-306.309001,2221,3885.117898
-350.808997,2221,3905.588587
-350.253449,2221,3911.912466
-300.808999,2221,3931.004167
-328.309001,2221,3938.453531
-367.309,2221,3957.831835
-291.309002,2221,3978.034888
-349.309,2221,3984.545295
-333.309001,2221,4004.994164
-280.308998,2221,4011.568115
-280.753443,2221,4030.612515
-243.808996,2221,4038.095984
-342.809002,2221,4056.86545
-360.309004,2221,4063.235552
-284.809,2221,4083.514953
-410.253444,2221,4089.67016
-523.753445,2221,4110.490701
-350.309001,2221,4116.795109
-386.309,2221,4137.261172
-325.75344,2221,4155.766395
-390.309002,2221,4162.454864
-357.309003,2221,4182.765581
-388.309,2221,4189.298997
-291.809001,2221,4209.472453
-350.809,2221,4215.824296
-278.309001,2221,4236.308096
-316.309,2221,4242.542435
-292.808999,2221,4261.850968
-253.309003,2221,4269.302762
-286.308996,2221,4288.500613
-503.253444,2221,4308.32976
-307.808995,2221,4314.886554
-494.253445,2221,4334.780552
-302.308999,2221,4340.868681
-281.808996,2221,4360.257826
-308.809002,2221,4367.886686
-262.809,2221,4387.334411
-453.253444,2221,4393.852806
-451.253445,2221,4414.111925
-434.753444,2221,4420.452827
-453.253445,2221,4440.656252
-300.253444,2221,4460.254401
-293.309001,2221,4467.739869
-248.809001,2221,4486.870159
-304.808998,2221,4493.587119
-470.253444,2221,4514.199918
-277.809,2221,4520.806263
-334.309,2221,4541.28049
-301.808998,2221,4547.823265
-263.809002,2221,4568.175687
-314.308998,2221,4574.510868
-401.308999,2221,4593.894583
-315.308999,2221,4601.030896
-351.808998,2221,4620.97581
-330.808998,2221,4641.562654
-288.808997,2221,4648.364117
-337.308996,2221,4669.233732
-351.808998,2221,4675.757145
-352.809,2221,4696.006328
-322.808997,2221,4702.554907
-293.809002,2221,4722.1027
-328.309001,2221,4729.41592
-318.808995,2221,4748.333992
-491.253445,2221,4754.682668
-284.308999,2221,4775.166027
-337.309004,2221,4795.984184
-500.253444,2221,4802.803825
-372.309001,2221,4821.836079
-469.753445,2221,4829.328736
-421.753445,2221,4848.749688
-281.309003,2221,4855.258423
-292.308999,2221,4875.321268
-441.753445,2221,4881.609507
-232.309,2221,4902.390486
-264.808998,2221,4908.636975
-288.809001,2221,4929.307116
-322.808998,2221,4948.117953
-330.809004,2221,4954.855147
-263.808999,2221,4974.957229
-498.253444,2221,4981.484987
-529.753445,2221,5001.592859
-344.308998,2221,5008.034052
-293.308999,2221,5028.296442
-265.808999,2221,5034.778475
-339.809001,2221,5054.374738
-364.809,2221,5061.887664
-314.308999,2221,5081.136071
-308.808999,2221,5087.470917
-559.253444,2221,5107.984503
-319.808997,2221,5128.039934
-249.808999,2221,5134.698511
-313.809004,2221,5153.920291
-304.809003,2221,5161.384968
-322.308999,2221,5180.748327
-312.809001,2221,5187.124935
-524.753445,2221,5207.956188
-297.809,2221,5213.993091
-299.308997,2221,5234.639966
-258.308997,2221,5240.879754
-317.309,2221,5260.979269
-434.753444,2221,5280.744446
-314.809001,2221,5287.27741
