time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,time/iterations,time/fps,rollout/ep_len_mean,train/entropy_loss,train/loss,train/explained_variance,train/policy_gradient_loss,train/value_loss,train/clip_fraction,train/approx_kl,train/clip_range,train/n_updates,train/learning_rate
4780,-336.10899973,1167360,190,244,2221.0,-6.355618879199028,0.22670318186283112,0.9990836977958679,0.011285625217472747,0.7146103192741672,0.2903645833333333,0.017155956,0.2,756,0.00025
4807,-346.6278887,1173504,191,244,2221.0,-6.401387209693591,0.17491739988327026,0.9987712502479553,0.010492521008321395,0.7001230797419945,0.2921142578125,0.013134343,0.2,760,0.00025
4833,-355.23899976000007,1179648,192,244,2221.0,-6.3668898195028305,0.2475651651620865,0.9987838268280029,0.011804810514149722,0.7661602941031257,0.3252360026041667,0.018706856,0.2,764,0.00025
4857,-359.5117776100001,1185792,193,244,2221.0,-6.533121585845947,0.2731586992740631,0.9988696575164795,0.010250014463963453,0.7815610247974595,0.2652994791666667,0.020537192,0.2,768,0.00025
4883,-364.22955555,1191936,194,244,2221.0,-6.42728075881799,0.27502956986427307,0.9987651109695435,0.007413974592054728,0.8495747956136862,0.2255859375,0.013507627,0.2,772,0.00025
4909,-358.1523332499999,1198080,195,244,2221.0,-6.3579573680957155,0.3782719075679779,0.998724102973938,0.013112071756040677,0.8069011702512702,0.3159586588541667,0.045745317,0.2,776,0.00025
4935,-355.99288878,1204224,196,243,2221.0,-6.256156961123149,0.32399964332580566,0.9990029335021973,0.018147524104279,0.7051695147529244,0.3445638020833333,0.022542113,0.2,780,0.00025
4960,-355.56733315000014,1210368,197,243,2221.0,-6.3680753608544665,0.41562753915786743,0.9990983009338379,0.00897348594541351,0.6795117364575466,0.2868245442708333,0.025314728,0.2,784,0.00025
4985,-359.0912220700001,1216512,198,244,2221.0,-6.321855276823044,0.32250267267227173,0.9989296793937683,0.008890783981769346,0.6842489478488764,0.2814534505208333,0.015516702,0.2,788,0.00025
5010,-359.03622218000004,1222656,199,243,2221.0,-6.324812218546867,0.4424287974834442,0.9988380670547485,0.010928853240329772,0.8094272489349047,0.3125,0.019693473,0.2,792,0.00025
5036,-354.2323332600001,1228800,200,243,2221.0,-6.331422264377276,0.46032509207725525,0.9990312457084656,0.010287563004870512,0.7635751565297445,0.2769775390625,0.015717538,0.2,796,0.00025
5062,-348.8167776700001,1234944,201,243,2221.0,-6.420653894543648,0.38876670598983765,0.9990702271461487,0.01137891387528119,0.7060412482048074,0.3221435546875,0.03322165,0.2,800,0.00025
5087,-345.98011082000005,1241088,202,243,2221.0,-6.403399010499318,0.4875420928001404,0.9991272687911987,0.012294851180437641,0.6653389517838756,0.3246256510416667,0.027494283,0.2,804,0.00025
