#{"t_start": 1763583445.1622307, "env_id": "None"}
r,l,t
-10.37609,1107,8.366979
539.588395,1129,12.916116
-16303.035281,1803,22.683906
4073.504702,1243,52.886249
3410.690982,2221,63.757371
-17043.162531,1712,90.621516
-39.726123,1099,94.88378
402.375998,1110,99.736705
-60.642006,1106,121.374155
532.960268,1123,126.029937
2404.786971,1405,132.307086
-22560.716521,1559,154.682001
607.836989,1101,159.568753
398.673954,1154,164.739062
412.995559,1141,168.7695
-8.893025,1105,189.503014
51.27891,1124,194.62934
68.320882,1104,199.289736
542.506902,1144,205.627348
-21995.803482,1595,232.07165
-110.744117,1127,237.933716
178.617403,1142,243.307156
65.797199,1113,262.450026
4359.022899,1259,266.684797
71.209684,1123,270.296877
94.951494,1111,287.570409
16.962176,1113,291.435035
14.841496,1136,294.604281
235.92941,1162,298.110854
-70.880328,1128,315.454703
-41.113997,1110,319.085484
-8.04147,1160,322.720211
155.537179,1138,325.833506
-78.56359,1157,343.529744
-57.249013,1146,347.355083
86.085993,1121,350.892186
15.242473,1116,367.783484
89.302186,1118,371.554874
-63.929593,1109,374.956769
21.575381,1122,378.415198
-40.551071,1107,395.553737
458.014927,1139,399.452515
-83.482802,1133,403.105137
138.763,1106,420.281839
-131.497797,1098,424.00889
-48.449082,1104,427.442501
-43.215994,1086,430.783954
196.408923,1107,447.904855
-76.01761,1114,451.674948
-23.855311,1123,454.528225
-41.876617,1102,457.94019
56.746887,1144,475.769881
85.1654,1122,479.502883
33.828409,1102,483.230108
242.876909,1119,500.396325
116.582997,1125,504.344588
203.640504,1100,508.233105
1.962379,1117,512.233587
