#{"t_start": 1763583445.1615644, "env_id": "None"}
r,l,t
4539.509007,1245,8.938625
2514.690999,2221,19.273088
142.906976,1101,49.81563
4054.074699,1203,55.212406
73.092188,1113,60.186158
-16516.846527,1735,88.150347
-16908.461108,1732,95.053891
374.570884,1104,99.944878
-22397.150308,1543,123.236649
-23353.538979,1646,130.454636
-23164.565934,1660,137.435779
195.128883,1107,158.145329
126.153028,1125,163.205704
-1336.689,2221,187.897169
538.78239,1142,193.156926
2831.691002,2221,203.564734
-1.171013,1170,228.673532
0.638883,1099,234.286469
16.696517,1120,239.279656
466.472176,1118,244.649795
4625.67637,1257,263.946948
687.339511,1176,267.707356
269.603486,1135,271.362781
-9.2575,1116,288.694352
98.562175,1178,292.787775
0.718902,1124,295.793968
-2.390295,1123,299.220188
-35.14029,1123,316.706624
-129.831482,1096,320.185748
21.198891,1132,323.742253
8.224669,1123,340.423178
47.6579,1159,344.568951
-24.722608,1114,348.180597
-105.068487,1120,351.743659
18.902472,1116,368.589531
-96.51031,1088,372.258917
-37.48281,1118,375.661149
34.692002,1126,379.148927
421.090976,1146,396.490454
-104.357616,1117,400.406654
21.740489,1131,403.894553
-43.330512,1080,421.072147
7.305987,1110,424.751661
130.969897,1139,428.281164
71.882383,1117,431.698716
-11.4376,1117,448.969688
7.862998,1106,452.007454
32.388901,1132,455.504567
374.092005,1126,459.012019
-116.230324,1088,476.771911
49.244998,1141,480.533105
-100.228104,1119,483.539257
57.673909,1107,501.546298
161.775908,1104,505.329556
92.742219,1113,509.294238
158.880976,1110,513.217786
