#{"t_start": 1763583445.1621308, "env_id": "None"}
r,l,t
4572.296391,1274,9.036596
567.253922,1124,13.504328
8473.039976,1337,20.869533
-14059.607103,1872,54.42761
3131.691017,2221,65.593398
478.429696,1108,89.455061
3198.690991,2221,98.514708
367.649675,1108,103.428015
1115.691012,2221,129.738053
571.357019,1126,134.608402
4157.287425,1819,158.239862
-8.333988,1121,163.268688
313.519701,1103,167.394085
2892.690984,2221,193.053605
2854.691005,2221,203.446003
535.639423,1137,228.411851
47.532186,1098,233.778923
4156.751892,1244,239.593887
4154.429685,1248,260.891965
530.073881,1124,264.147411
-114.994011,1110,267.689217
-22095.591592,1629,272.874079
96.344394,1137,290.603854
203.205393,1122,293.768652
517.976479,1136,297.242051
-14.529117,1127,314.428949
-79.184629,1134,318.268635
-109.117581,1114,321.76513
222.910519,1131,324.813442
11.007003,1126,342.179212
119.695993,1121,346.146755
-53.406098,1107,349.630548
170.387993,1125,366.619617
15.905499,1100,370.215514
0.966,1121,373.770431
-61.373497,1111,377.155533
220.763427,1102,394.089265
-16.337608,1089,397.784173
-76.879584,1122,401.681303
328.054678,1128,405.207783
-60.913501,1111,422.641568
568.024883,1164,426.265305
56.832496,1116,429.71913
53.303916,1132,446.963736
39.311498,1120,450.658388
191.125002,1141,453.613691
16.698413,1129,457.081742
101.722392,1117,474.722916
261.447185,1133,478.588777
42.861507,1120,482.390177
223.002221,1118,485.207907
245.875994,1110,503.408744
4566.281486,1211,507.667453
101.055401,1109,511.602756
