#{"t_start": 1763583445.1617563, "env_id": "None"}
r,l,t
622.780983,1121,8.436112
4414.348021,1225,13.318198
-18418.735996,1761,47.792655
-16805.924601,1709,55.421339
463.028007,1106,60.403013
351.530492,1100,66.542616
-16736.282014,1806,92.982564
419.068998,1086,97.434573
19.533444,1084,102.388429
-22021.05249,1515,125.450105
379.979676,1123,130.440689
2983.146556,2221,155.705341
4094.236845,1212,161.099123
301.338899,1124,166.210227
4582.899707,1243,170.224689
4574.981975,1226,191.987906
-16320.751105,1732,199.485588
316.104883,1092,205.573723
2.429691,1123,230.122829
-4.743477,1120,235.697288
106.985418,1134,241.052928
-58.610021,1141,261.442812
515.769722,1148,264.877018
170.114899,1139,268.524889
4450.215997,1246,272.400003
25.582391,1114,290.01824
-70.052,1150,293.284109
-69.946575,1102,296.687297
162.127497,1116,313.734189
69.971986,1130,317.660178
-72.15251,1115,321.178447
1.675976,1121,324.701849
6.788892,1124,341.457895
-2.196093,1124,345.423913
47.5924,1117,349.011693
7.589696,1143,352.657946
66.920473,1131,369.670749
-19.669104,1127,373.333352
-41.84401,1110,376.693011
-9.492018,1125,393.549635
82.624687,1103,397.457904
25.5184,1129,401.373836
-172.414596,1097,404.76893
68.913008,1125,422.223169
94.491521,1120,425.786479
32.779016,1086,429.157127
28.633876,1107,432.503436
20.464685,1128,449.963399
-78.395014,1141,453.004556
27.334676,1123,456.432784
-88.551115,1107,473.985725
-51.637782,1118,477.832947
189.227203,1133,481.614964
-83.074576,1122,484.524435
-4.814598,1097,502.63053
452.457197,1113,506.552621
2.718882,1099,510.404942
7.560025,1141,514.323644
