#{"t_start": 1763583445.1621149, "env_id": "None"}
r,l,t
95.818383,1129,8.473888
-16575.718505,1736,15.322698
-22206.620421,1570,49.123286
4002.676525,1236,54.71657
-16698.860298,1803,63.592057
104.757197,1098,87.942492
-16866.997798,1773,95.006719
361.672394,1117,100.037525
-299.445295,1108,121.532947
2943.690995,2221,131.106351
255.474875,1092,135.700934
-21184.310111,1664,158.76149
4440.050532,1241,164.363652
4143.959699,1243,168.811516
369.833011,1106,189.555103
-21442.205008,1590,196.610431
352.14888,1124,201.941922
2.954879,1092,227.134422
53.269725,1128,231.944306
284.402003,1130,237.850011
-10.812801,1133,243.195521
48.046907,1119,262.387031
50.959714,1123,266.196267
5.938482,1096,269.728253
24.214999,1141,287.119485
-20665.366479,1735,292.966208
49.758484,1135,295.997257
41.542476,1115,299.408561
-15.917021,1106,316.856957
-5.454996,1141,320.455744
214.191498,1111,323.958504
1.769706,1123,340.658111
373.627895,1159,344.78861
-25.924603,1122,348.426569
-79.34028,1123,352.004851
56.712379,1114,368.838305
14.8725,1115,372.602149
175.794696,1148,376.091078
424.997021,1126,392.898771
-236.107998,1101,396.784282
16.672999,1106,400.664953
98.036899,1119,404.116953
-166.1126,1114,421.462163
-154.526026,1086,425.00383
13.02648,1095,428.40472
1.47842,1102,431.767651
-6.351979,1106,449.011708
-0.114009,1121,452.107451
168.909684,1123,455.570984
40.719013,1145,473.162336
-90.067524,1115,477.013932
181.504998,1141,480.784257
-160.178524,1095,483.689924
16.524415,1137,501.814501
285.393999,1086,505.529623
24.74692,1112,509.520344
4156.535497,1231,513.794592
