#{"t_start": 1762349709.9262764, "env_id": "None"}
r,l,t
-987.753445,2221,6.360521
-1192.309,2221,24.269293
-1018.309,2221,30.818622
-1172.309,2221,49.133616
-1065.309,2221,55.611562
-1291.309,2221,73.365258
-1147.309,2221,79.642252
-1155.309,2221,98.158311
-1007.753445,2221,104.531127
-950.753444,2221,123.540302
-854.753445,2221,129.785511
-752.753445,2221,148.113066
-726.753445,2221,166.38362
-799.753445,2221,172.975306
-769.753444,2221,192.088571
-711.753444,2221,198.670058
-708.753445,2221,218.348827
-718.753444,2221,224.865915
-782.753444,2221,244.614934
-692.753444,2221,254.149243
-662.753444,2221,274.004626
-563.753444,2221,280.336406
-680.753445,2221,299.913696
-1257.742333,2221,319.13845
-3225.053445,2221,325.770481
-436.753445,2221,345.398261
-356.753444,2221,351.908996
-383.753445,2221,371.360121
-314.642333,2221,377.695747
-384.753444,2221,397.529554
-384.753444,2221,403.801871
-471.753445,2221,423.592606
-436.753445,2221,429.789412
-527.753445,2221,449.16123
-657.753445,2221,468.541505
-574.753445,2221,475.17776
-649.753445,2221,494.371132
-586.753444,2221,500.892226
-702.753444,2221,520.557766
-706.753444,2221,526.942022
-693.753445,2221,546.424761
-571.753445,2221,552.743796
-506.753445,2221,572.248785
-521.753446,2221,578.612942
-565.753445,2221,598.016685
-516.753445,2221,604.274959
-599.753445,2221,623.783314
-545.753445,2221,642.994709
-613.753444,2221,649.49182
-554.753445,2221,668.59869
-551.753445,2221,675.169983
-559.753444,2221,694.49685
-671.753444,2221,700.916834
-539.753445,2221,720.866049
-588.753444,2221,727.214769
-598.753444,2221,746.54016
-582.753444,2221,752.757888
-458.753444,2221,772.246276
-548.753444,2221,791.452052
-467.753444,2221,797.895889
-484.753445,2221,817.037847
-521.753445,2221,823.574651
-489.753445,2221,843.026151
-545.753445,2221,849.400297
-473.753445,2221,868.90803
-420.753445,2221,875.391147
-445.753444,2221,894.474683
-415.753444,2221,900.917604
-336.753445,2221,920.19451
-3435.308999,2221,939.568995
-460.753445,2221,946.15975
-498.753445,2221,965.340397
-3212.075667,2221,971.880564
-353.753445,2221,990.864894
-5928.353441,2221,997.365399
-5958.653446,2221,1016.92958
-3092.075666,2221,1023.234951
-3216.675667,2221,1042.774126
-6005.453441,2221,1049.029946
-866.275667,2221,1068.318134
-3131.553443,2221,1074.561597
-3034.875669,2221,1094.151893
-3115.453448,2221,1112.974
-3171.053445,2221,1119.55193
-3149.908997,2221,1138.772307
-2999.275666,2221,1145.346002
-5677.275663,2221,1164.748488
-3156.575668,2221,1171.003801
-5657.253441,2221,1190.327642
-5447.853441,2221,1196.861536
-5891.05344,2221,1216.107248
-5881.509004,2221,1222.429171
-7285.753444,2221,1241.798814
-5563.253438,2221,1261.205622
-7819.508996,2221,1267.662068
-7288.408992,2221,1287.071158
-7226.708997,2221,1293.565262
-7600.909001,2221,1312.426511
-5753.853441,2221,1318.910271
-7972.109002,2221,1338.118846
-7831.409001,2221,1344.572035
-5981.653443,2221,1363.992285
-8438.709001,2221,1370.274818
-8406.908996,2221,1389.78457
-8673.309006,2221,1409.379921
-8456.308996,2221,1416.398441
-5796.008997,2221,1435.587826
-8522.408999,2221,1442.215012
-6087.909001,2221,1461.550679
-8492.909003,2221,1468.052865
-7149.909005,2221,1487.459398
-5896.408991,2221,1493.884574
-6049.408997,2221,1513.358591
-5760.709001,2221,1519.906112
-5710.608999,2221,1539.189678
-5725.009003,2221,1545.484571
-5847.753443,2221,1565.171689
-5744.409002,2221,1584.305363
-3309.142337,2221,1590.72384
-5901.208996,2221,1609.445635
-3742.675666,2221,1616.113349
-6053.309,2221,1635.113611
-3137.175665,2221,1641.519876
-5768.009001,2221,1660.721528
-5857.053442,2221,1666.964695
-5827.409002,2221,1686.412592
-3032.308997,2221,1692.714952
-5806.353442,2221,1712.113047
-6001.108999,2221,1731.066625
-6140.908995,2221,1737.720152
-5635.708995,2221,1757.411484
-5727.109002,2221,1763.850546
-5839.953444,2221,1783.119972
-8510.708996,2221,1789.507264
-5893.208996,2221,1808.957936
-4840.608994,2221,1815.567029
-7465.05344,2221,1834.982172
-6471.053444,2221,1841.329669
-8145.208997,2221,1860.595883
-9136.709,2221,1879.958145
-8391.308993,2221,1886.43291
-5756.308999,2221,1905.556077
-8472.309,2221,1912.188473
-6054.809,2221,1931.181037
-5889.209003,2221,1937.769579
-7945.308999,2221,1956.980794
-8490.509,2221,1963.311285
-8208.709006,2221,1982.724935
-8536.609003,2221,1989.009877
-8506.009002,2221,2008.213743
-8440.809,2221,2014.545261
-8557.408999,2221,2033.598196
-9132.508997,2221,2052.466176
-8498.508995,2221,2058.951274
-8518.608997,2221,2077.992309
-8528.608998,2221,2084.421075
-7024.009008,2221,2103.449846
-8572.308997,2221,2109.907521
-8496.709,2221,2129.014143
-9176.309,2221,2135.817554
-8672.45344,2221,2154.865927
-8507.309002,2221,2161.381603
-8583.609004,2221,2181.026672
-8614.908995,2221,2199.836229
-5982.353445,2221,2206.304917
-8836.009,2221,2225.605871
-7634.353438,2221,2232.960561
-8600.808999,2221,2253.775261
-8496.109002,2221,2261.167131
-8559.009,2221,2281.72427
-6402.15345,2221,2289.138901
-8522.208998,2221,2310.059272
-7363.653453,2221,2317.487032
-8652.608999,2221,2338.568777
-6218.753439,2221,2359.425416
-7465.553449,2221,2366.79972
-8569.809,2221,2387.345399
-7731.453447,2221,2394.641129
-5328.453444,2221,2415.296493
-7985.453446,2221,2421.640919
-8079.409006,2221,2440.673582
-7771.775667,2221,2447.156016
-6425.053446,2221,2487.321892
-7176.153436,2221,2499.847592
-8456.553448,2221,2528.841672
-9609.953446,2221,2538.760795
-10498.653443,2221,2567.345944
-8018.108999,2221,2595.654087
-8489.108997,2221,2605.787347
-6090.008998,2221,2633.733962
-8425.108997,2221,2643.583344
-5891.409003,2221,2671.151994
-8513.908998,2221,2680.860548
-7652.908995,2221,2708.951546
-6905.053448,2221,2718.612754
-7309.409006,2221,2746.608567
-8531.153444,2221,2756.669212
-6982.153437,2221,2784.721128
-8602.453441,2221,2812.295801
-8270.609004,2221,2823.235806
-7134.908998,2221,2851.326041
-7632.953446,2221,2861.077118
-6133.175668,2221,2888.801286
-10272.675661,2221,2898.665083
-6012.853444,2221,2926.576665
-8612.453447,2221,2936.470817
-7617.275667,2221,2963.728179
-8103.453446,2221,2973.3541
-8636.653446,2221,3000.948389
-8718.575666,2221,3028.510554
-8466.209,2221,3038.284611
-6082.775668,2221,3065.839994
-8294.609006,2221,3075.910022
-7920.609002,2221,3103.738399
-7063.308995,2221,3113.81506
-5995.575668,2221,3141.862991
-6073.253444,2221,3151.850384
-6054.608998,2221,3179.768545
-6406.953447,2221,3189.713302
-8989.709003,2221,3217.651977
-7904.953447,2221,3227.739484
-5974.809008,2221,3255.83126
-7210.909,2221,3283.933192
-5997.253448,2221,3293.470911
-9388.153452,2221,3320.948438
-8477.608999,2221,3330.93399
-7179.753451,2221,3359.068821
-8122.409,2221,3368.978577
-7771.775661,2221,3396.79154
-8526.909,2221,3406.42789
-8614.753439,2221,3434.417476
-8036.053442,2221,3444.388798
-8826.775665,2221,3472.316916
-8633.308998,2221,3500.135076
-8489.909,2221,3510.258775
-8629.953441,2221,3537.884357
-7560.909004,2221,3547.827646
-8799.553441,2221,3575.304706
-8703.542343,2221,3585.082353
-8077.753445,2221,3612.430473
-8501.108994,2221,3622.131503
-8822.253444,2221,3650.091821
-8466.808995,2221,3659.931209
-8141.253445,2221,3687.875567
-8950.653438,2221,3715.971016
-9627.975665,2221,3725.784292
-6794.653448,2221,3753.02266
-8601.008995,2221,3763.000605
-7911.508997,2221,3790.965733
-7288.808999,2221,3800.972848
-6075.953442,2221,3829.150707
-8601.653441,2221,3838.762136
-5779.108997,2221,3867.257565
-7413.009007,2221,3877.318954
-9101.153436,2221,3904.941976
-8453.248998,2221,3914.705544
-8438.808997,2221,3943.039296
-8507.009001,2221,3971.27657
-8596.453433,2221,3981.085755
-7395.709001,2221,4008.446749
-10838.709,2221,4018.317965
-8264.409,2221,4046.090516
-10149.975673,2221,4056.170569
-9571.708989,2221,4084.790148
-8551.209008,2221,4094.765564
-7969.209,2221,4122.790627
-8171.97567,2221,4132.942708
-8040.108994,2221,4161.037402
-8493.908996,2221,4188.961737
-8468.309006,2221,4198.987703
-7700.109,2221,4227.811198
-8080.008998,2221,4237.474126
-8348.908994,2221,4266.316436
-7818.508997,2221,4277.930737
-8454.108999,2221,4317.475639
-8177.908995,2221,4332.169449
-8692.009001,2221,4370.982157
-9062.308998,2221,4385.116983
-8518.553443,2221,4423.810462
-7039.509,2221,4461.921328
-6717.353443,2221,4477.063448
-8734.753445,2221,4510.036901
-8450.384003,2221,4521.025715
-6114.07567,2221,4549.358358
-8677.453442,2221,4559.156979
-5549.309002,2221,4586.766064
-7549.509001,2221,4596.330489
-7857.075667,2221,4624.247972
-9454.149001,2221,4633.953264
-8467.775668,2221,4664.115629
-8408.909012,2221,4702.68794
-9355.909001,2221,4717.790035
-3291.277956,1836,4729.453853
-5264.515108,2167,4767.907745
-7588.953443,2221,4806.433221
-7897.808997,2221,4821.141863
-7238.009,2221,4855.376726
-1714.425485,1480,4862.885148
-7948.153453,2221,4891.052245
-7448.753447,2221,4901.173275
-5175.96752,1991,4927.941502
-8565.609001,2221,4938.04419
-8955.209001,2221,4965.426005
-8269.609006,2221,4975.309031
-8455.784,2221,5002.311416
-7181.924003,2221,5012.095771
-5233.415979,2145,5039.4072
-5599.358446,2221,5049.159227
-5842.909008,2221,5076.899455
-8230.609008,2221,5086.534252
-2363.0266,1629,5111.380464
-4169.278103,1912,5119.687025
-7203.542338,2221,5148.608914
-7850.209001,2221,5160.302318
-6998.073998,2221,5206.896249
-8368.909003,2221,5221.805194
-7650.708999,2221,5268.907919
-2785.722552,1912,5305.552323
-9233.409006,2221,5322.515093
-7790.49345,2221,5364.511976
-5113.957795,1978,5378.238067
-8321.008993,2221,5415.569445
-8378.209001,2221,5427.588107
-5986.209005,2221,5457.305472
-8519.964007,2221,5469.121803
