#{"t_start": 1762349709.7657104, "env_id": "None"}
r,l,t
-950.753445,2221,6.520774
-973.753445,2221,24.429837
-1105.753445,2221,30.979207
-962.309,2221,49.294746
-1186.308999,2221,55.77216
-1171.309,2221,73.525992
-1373.309,2221,79.802808
-1150.309,2221,98.318883
-1013.309,2221,104.691291
-896.753444,2221,123.700876
-808.753444,2221,129.94607
-697.753445,2221,148.273617
-835.753444,2221,166.544238
-743.753445,2221,173.135886
-765.753444,2221,192.249152
-835.753445,2221,198.830709
-766.753444,2221,218.509447
-779.753445,2221,225.026707
-728.753445,2221,244.7755
-726.753445,2221,254.309806
-610.753445,2221,274.165176
-672.753444,2221,280.496977
-536.753444,2221,300.074262
-618.753444,2221,319.298965
-423.753444,2221,325.931032
-404.753445,2221,345.559218
-497.753444,2221,352.069528
-399.753444,2221,371.52074
-3088.875665,2221,377.856313
-421.753444,2221,397.690125
-428.753444,2221,403.962462
-464.753444,2221,423.753208
-491.753444,2221,429.949996
-632.753445,2221,449.321759
-551.753444,2221,468.702072
-688.753444,2221,475.338329
-708.753444,2221,494.531477
-568.753444,2221,501.052786
-607.753444,2221,520.718339
-722.753444,2221,527.102593
-591.753444,2221,546.585369
-524.753444,2221,552.904351
-528.753444,2221,572.409396
-670.753445,2221,578.773532
-442.753444,2221,598.177249
-561.753444,2221,604.436004
-637.753445,2221,623.943918
-737.753445,2221,643.155588
-702.753444,2221,649.652365
-594.753444,2221,668.759188
-589.753445,2221,675.330386
-796.753445,2221,694.657334
-575.753445,2221,701.077404
-575.753444,2221,721.026632
-713.753444,2221,727.375288
-592.753444,2221,746.700749
-613.753444,2221,752.917973
-644.753445,2221,772.406826
-527.753445,2221,791.612574
-632.753445,2221,798.056425
-411.753445,2221,817.196923
-478.753445,2221,823.735169
-557.753444,2221,843.18659
-568.753445,2221,849.560876
-531.753444,2221,869.069032
-500.753446,2221,875.551942
-397.753445,2221,894.635185
-539.753444,2221,901.078152
-403.753445,2221,920.355085
-418.642333,2221,939.729596
-426.753444,2221,946.320321
-459.753445,2221,965.500963
-4522.753446,2221,972.041136
-2980.453441,2221,991.025414
-5089.253437,2221,997.525965
-7191.053448,2221,1017.09014
-341.342334,2221,1023.395458
-2967.35345,2221,1042.934656
-3112.053446,2221,1049.190526
-3561.553445,2221,1068.478705
-3086.853444,2221,1074.72219
-361.753444,2221,1094.312496
-3206.242334,2221,1113.134624
-3366.408999,2221,1119.712509
-2943.242329,2221,1138.932633
-3431.609,2221,1145.506466
-3044.953441,2221,1164.909078
-5738.053448,2221,1171.164401
-5319.353448,2221,1190.484933
-7918.05344,2221,1197.022107
-5719.609001,2221,1216.267814
-7722.75344,2221,1222.589714
-7532.508995,2221,1241.959535
-7853.308998,2221,1261.366189
