#{"t_start": 1763432741.4849014, "env_id": "None"}
r,l,t
-10945.651003,1061,5.898909
-10749.51359,1049,10.588639
-9076.651508,1071,15.042334
-10921.410501,1051,44.423838
-11067.152809,1058,47.821673
-10950.307797,1053,51.578774
-6395.751,1061,55.487142
-8837.813585,1082,79.274928
-9539.65059,1069,84.173166
-10774.209099,1079,89.595793
-11174.550097,1064,94.708203
-5106.785111,1092,119.747858
-10805.313607,1049,124.30008
-9464.95009,1067,128.315334
-9664.300089,1067,132.381427
-10243.173099,1087,153.735784
-4816.662001,1081,158.61751
-11150.403619,1057,163.41117
-11569.905473,1076,168.118423
-7679.171002,1086,186.85954
-9454.651009,1070,191.765674
-10885.954508,1056,197.061163
-10900.285088,1092,215.509457
-11446.805496,1055,219.363172
-7228.000017,1066,223.078775
-11652.751006,1070,226.591952
-10681.054487,1056,243.544578
-11223.873087,1044,247.349508
-7969.374076,1104,250.943147
-4206.102809,1073,254.446587
-9391.8653,1048,271.801509
-9676.102784,1073,275.892828
-7997.550301,1068,279.332188
-9968.900291,1063,282.81145
-10471.452095,1059,300.527083
-9141.700321,1068,303.833347
-6344.150995,1070,307.205952
-9460.306579,1077,310.66439
-7670.853588,1074,328.725345
-5946.33908,1127,332.756542
-6914.850276,1063,335.80915
-7786.450004,1065,339.212251
-9676.750609,1069,357.020283
-9450.300101,1064,360.561042
-4291.436104,1107,364.146155
-9334.250985,1061,380.741982
-626.223089,1087,384.559472
-9268.75451,1056,388.22782
-5845.902106,1072,391.712939
-3584.187004,1206,409.541248
-2151.685105,1092,413.395276
-13665.166603,1029,416.796284
-8396.417091,1084,420.34017
-8469.500001,1066,438.165048
-7684.365291,1083,441.733336
-7946.900998,1070,445.767547
-5780.363005,1101,449.465743
-7802.450613,1062,466.839129
-3607.002792,1098,470.554526
-6305.371012,1086,474.043615
-7427.160498,1080,492.129415
-6072.982512,1091,495.728482
-6036.513617,1082,499.374197
-8809.650002,1065,502.797295
-7126.621603,1177,522.810562
-6015.029993,1090,528.50678
-5220.1446,1109,535.494373
-11521.152096,1059,540.569186
-8762.098938,1056,561.689444
-7279.753593,1074,566.34218
-7554.237802,1093,571.537426
-8154.16529,1083,576.592402
-7805.702821,1073,599.154355
-6761.920995,1086,605.792903
-7176.205497,1076,610.889956
-5732.167101,1084,615.696332
-4957.610501,1080,638.850218
-5347.350595,1069,643.93394
-9502.851023,1070,649.160115
-8128.487812,1093,675.147902
-8390.15059,1069,682.316895
-7427.973097,1087,688.16425
-5880.293813,1080,694.12924
-8171.800091,1064,718.733116
-7062.327598,1089,724.031662
-1427.782995,1126,730.100461
-7492.256609,1077,734.713081
-6224.167114,1084,754.30892
-7593.421005,1086,758.427661
-5811.843504,1095,762.275028
-5758.609094,1079,766.090561
-6927.251013,1070,783.418276
-8303.459111,1079,787.351897
-8927.600297,1068,791.022317
-7526.060485,1080,809.724001
-6190.420287,1103,813.868693
-5681.775299,1088,818.258357
-4360.77999,1090,822.512516
-9261.656593,1054,841.414348
-7033.406594,1077,845.056018
-6865.91361,1082,849.206324
-7375.815301,1083,853.281033
-6965.946503,1096,872.436758
-8380.462999,1101,876.144251
-8568.650996,1070,879.911208
-7780.110477,1080,883.923209
-5973.461998,1081,902.947325
-6971.559111,1079,907.316851
-7559.169013,1085,912.138962
-7037.205491,1076,917.747053
-4358.727596,1089,938.683173
-7540.706605,1077,942.729901
-9741.755493,1076,946.784919
-9506.850597,1069,966.578818
-7252.045507,1255,971.755312
-7223.976983,1125,976.667895
-3611.846498,1096,981.379118
-7139.004482,1075,1002.955966
-5684.212987,1101,1008.262587
-8868.1021,1072,1013.126364
-10675.863581,1049,1017.695441
-3092.424105,1104,1039.12902
-9067.906094,1099,1043.693677
-507.403505,1111,1048.750624
-7919.279996,1090,1070.57077
-6982.560482,1080,1075.543731
-5867.059101,1079,1080.185579
-7599.753598,1074,1084.682738
-9264.901004,1070,1104.258766
-1806.387798,1293,1109.278691
-8927.352812,1058,1113.190312
-6869.381996,1106,1117.052661
-6480.419001,1085,1135.621222
-7277.419005,1085,1140.190727
-6132.063599,1082,1144.191161
-11652.650301,1063,1148.052815
-2223.767602,1114,1166.791836
-7612.917109,1084,1170.598538
-7761.404497,1075,1174.493006
-7285.223093,1087,1192.981577
-10234.651501,1071,1196.899344
-10631.850093,1064,1200.773197
-6345.960489,1080,1204.561066
-5202.017589,1114,1223.690871
-5608.002805,1073,1227.768068
-4866.493506,1095,1231.723944
-8052.662024,1081,1235.764219
-4336.554002,1121,1254.717045
253.623016,1125,1259.07274
-598.3153,1123,1263.332216
-2408.17781,1133,1268.022814
195.384684,1323,1290.739582
-2698.191595,1154,1295.655761
-654.801597,1129,1300.534941
