#{"t_start": 1763432741.4847693, "env_id": "None"}
r,l,t
-11095.60209,1059,5.88736
-5504.166574,1102,10.770923
-8960.600292,1063,15.365855
-9973.201488,1071,44.648449
-9584.450606,1062,48.053501
-7879.952094,1072,51.863258
-10562.803588,1057,55.814435
-12086.768986,1046,79.435974
-8192.050092,1067,84.398012
-4958.854501,1075,89.754514
-11267.705496,1055,94.828533
-6770.955503,1076,119.780023
-9355.901514,1071,124.411942
-11859.471014,1086,128.493451
-9662.84998,1065,132.571387
-10195.567117,1084,153.93646
-11606.818993,1085,158.832993
-9602.606581,1054,163.618964
-5654.262976,1101,168.395459
-9743.149993,1066,187.089006
-10947.62309,1044,191.884495
-7861.150992,1070,197.232428
-8844.05909,1079,215.596562
-9086.075306,1168,219.992849
-11282.250003,1065,223.53078
-14405.565307,1048,226.968971
-7843.737809,1093,244.064503
-804.345302,1128,248.162231
-12035.901003,1070,251.661913
-11251.900605,1069,255.10336
-9001.665302,1048,272.53905
-4576.437786,1093,276.610272
-7793.203606,1074,280.127481
-9796.551509,1071,283.572229
-11398.650597,1069,301.029225
-9456.15029,1063,304.611202
-5548.423109,1087,308.027061
-7877.467099,1084,311.560449
-7648.216601,1102,329.878815
-7002.367109,1084,333.10056
-4009.513608,1082,336.642963
-6711.879534,1092,354.227696
-8950.853588,1074,358.139834
-10456.017075,1047,361.476696
-8917.200576,1062,364.896252
-11747.151002,1070,381.549877
-7434.556595,1077,385.507629
-6077.754014,1121,389.193275
-4425.725288,1088,392.751604
-5939.265287,1083,410.292281
-7573.143102,1119,414.183113
-4107.854508,1200,418.09249
-9486.807808,1053,421.48694
-9558.055502,1076,439.509728
-9267.050092,1064,442.988601
-9832.294534,1067,446.942443
-6995.213608,1082,464.270809
-6383.256103,1099,468.234593
-4865.225292,1088,471.687114
-15605.125299,1043,475.11137
-9052.850102,1064,492.752853
-11120.801489,1060,496.562356
-10387.346494,1035,500.06402
-10346.700006,1066,503.490968
-4323.540295,1108,523.860753
-6503.796512,1096,529.250039
-10797.504511,1056,536.100319
-7501.129987,1090,541.064209
-2831.350499,1155,562.689811
-2394.263001,1101,567.483084
-6693.606484,1296,573.583489
-8718.500604,1062,594.844255
-7975.299606,1097,602.388576
-9247.3566,1077,608.107927
-7660.601509,1071,612.710058
-7672.706607,1077,635.779356
-11437.251006,1061,640.781223
-5862.585118,1092,645.756766
-7420.354501,1075,650.971974
-6546.35009,1064,678.019295
-685.940314,1108,684.748549
-5903.506601,1077,690.579058
-4425.55449,1200,696.705998
-7085.578086,1219,722.226545
-7246.357814,1078,728.229908
-5002.787804,1118,733.107888
-5886.667115,1084,752.849582
-6806.162997,1101,757.213233
-5483.775303,1088,760.946276
-7627.111597,1354,765.779004
-5517.382494,1091,783.115574
-7414.501,1070,786.995429
-6099.463607,1082,790.802783
-11248.100609,1069,794.587985
-5648.855514,1076,813.439436
-7130.150101,1064,817.739295
-5644.321011,1086,822.037065
-5477.373108,1087,841.044593
-6115.256104,1099,844.754658
-6163.793486,1095,848.944537
-7764.35548,1076,853.01679
-10955.102814,1058,872.046314
-8080.802808,1098,875.699563
-9445.200591,1069,879.475825
-6473.735095,1092,883.540081
-7263.404487,1075,902.495853
-5704.077993,1105,906.871324
-6287.250613,1069,911.533602
-5803.710517,1080,917.236003
-7951.519009,1085,938.294008
-11194.417596,1114,942.503133
-6353.349604,1097,946.631553
-6201.570307,1103,966.550997
-9372.435096,1092,971.031122
-4410.955495,1076,975.765124
-6608.361998,1081,980.376048
-387.809602,1122,1002.134799
-6534.02699,1125,1007.526381
-7457.250111,1064,1012.386478
-6145.256597,1077,1017.108386
-9990.269014,1046,1038.005196
-6321.404485,1075,1042.863125
-6096.910507,1080,1047.569175
-7872.899586,1097,1052.363133
-5655.056092,1099,1074.351187
-5940.202817,1098,1079.24012
-7729.963608,1082,1083.837897
-5316.130003,1090,1103.67842
-669.609623,1122,1107.877501
-8516.952098,1072,1111.954371
-7866.41529,1083,1115.776864
-9086.351019,1070,1134.235653
-8543.029991,1090,1138.892469
-5021.377617,1089,1142.830048
-6175.377594,1089,1146.897842
-4473.106121,1099,1165.463577
-5073.837815,1093,1169.36273
-7800.902809,1073,1173.266413
-8041.850595,1069,1177.187306
-5903.217111,1084,1195.601062
-7561.500594,1069,1199.537468
-5730.632521,1091,1203.40119
-6205.561986,1081,1222.524259
-8045.493511,1095,1226.405338
-8591.446524,1096,1230.522392
-11041.250106,1064,1234.415154
-3347.140581,1094,1253.845781
-578.245304,1128,1257.809784
656.798921,1332,1262.671387
-195.807999,1130,1267.18623
-708.000319,1263,1289.74386
-22.95998,1266,1294.930641
90.467907,1272,1300.578527
