#{"t_start": 1763432741.5037935, "env_id": "None"}
r,l,t
-10245.710487,1080,5.970936
-11706.650308,1063,10.681748
-9274.650588,1062,15.239186
-10171.600104,1067,44.537332
-11130.399999,1065,47.956926
-7565.287802,1093,51.855997
-10314.750292,1063,55.843266
-329.3891,1252,80.338066
-9740.702809,1058,85.410116
-8379.800609,1069,90.775846
-9713.250999,1070,95.923534
-10187.662004,1081,120.713849
-6607.996506,1096,125.420882
-8257.402104,1072,129.376235
-3500.9636,1082,133.565644
-6147.750094,1067,155.011911
-11338.305503,1055,159.663226
-7656.352101,1072,164.596672
-9742.751018,1070,183.602267
-9669.655511,1076,187.904377
-6633.359092,1079,193.187957
-9550.505489,1055,197.969915
-9620.859115,1079,216.267849
-10314.554482,1056,220.320019
-5674.8671,1084,223.898051
-10485.750101,1064,227.386497
-9314.852104,1059,244.40236
-9365.201514,1071,248.269272
-9835.663587,1049,251.705421
-12151.154484,1056,255.103889
-11093.652787,1058,272.585849
-7963.050098,1064,276.544231
-9552.35151,1071,280.036371
-9642.4036,1057,283.444302
-9438.701503,1071,301.356768
-10333.8091,1052,304.453677
-14461.44029,1023,307.673825
-5860.3276,1089,311.195381
-7495.053593,1074,329.359747
-6637.26361,1082,333.129172
-10515.237801,1038,336.093138
-6497.004501,1075,353.626415
-11366.050013,1065,357.412745
-7218.061992,1081,360.931995
-11207.3506,1069,364.394532
-6240.577584,1089,381.072798
-4949.204498,1075,384.972528
-3496.4535,1111,388.724918
-10578.903601,1074,392.198625
-10369.050998,1061,409.600532
-8348.604478,1075,413.387543
-9859.700089,1067,416.902562
-11265.503604,1057,420.368922
-7634.150615,1069,438.232398
-11679.502807,1058,441.697909
-8042.429996,1090,445.808376
-5520.722997,1205,449.867779
-8041.4028,1073,467.339675
-11279.451499,1060,470.837652
-4986.799612,1097,474.358947
-9541.300602,1062,491.92256
-10687.403589,1057,495.883131
-12838.515988,1145,499.741122
-818.452784,1098,503.259328
-7140.53,1090,523.163966
-7867.660505,1080,528.737172
-10829.500087,1067,535.521363
-11080.351515,1060,540.584098
-2304.403516,1111,561.952834
-6716.167104,1084,566.65638
-6460.240574,1094,571.835368
-8104.113593,1082,576.886822
-8779.000304,1068,599.619184
-7018.005499,1076,606.142631
-6048.110502,1080,611.104148
-6790.161992,1081,634.061775
-6604.598482,1136,639.311529
-7974.790599,1094,644.450807
-7102.556589,1077,649.730968
-4823.702811,1098,676.152115
-6420.182503,1091,682.793661
-8785.651014,1070,688.910001
-1328.80349,1111,694.853487
-7278.501515,1071,719.665955
-2121.174096,1104,724.996718
-5956.99723,1098,730.842609
-5776.29649,1096,735.425452
-5541.060512,1080,755.071143
-7671.802784,1073,759.094747
-7813.565291,1083,762.850482
-6829.002093,1059,766.52339
-8577.413601,1049,783.888154
-3025.227602,1089,787.905101
-8070.503598,1074,791.48476
-8348.501014,1070,809.737964
-6752.340302,1108,814.405301
-5041.269,1085,818.789972
-6196.229547,1092,822.985663
-7014.050592,1062,841.454456
-7446.454478,1075,845.610878
-6066.113616,1082,849.734384
-6605.800004,1065,853.714564
-7693.210488,1080,872.800563
-5788.053603,1074,876.484012
-7547.250019,1065,880.19327
-7153.800323,1068,884.140868
-5569.164603,1197,903.668649
-6571.520306,1103,908.10253
-7767.652785,1098,913.072794
-5957.232244,1093,935.508815
-6924.470285,1103,939.595448
-5637.457804,1078,943.648656
-7689.310483,1080,947.733867
-8128.323114,1087,967.767814
-7740.867121,1084,972.218805
-8130.052807,1098,976.943088
-4448.346483,1096,981.663684
-7031.890599,1094,1003.340256
-5843.553602,1074,1008.53537
-11301.006097,1099,1013.4812
-6263.532238,1093,1018.223152
-1823.882502,1091,1039.67591
-6897.856606,1077,1044.089233
-5873.499601,1097,1049.118269
-6197.119001,1085,1070.885044
-5881.270309,1103,1076.032206
-7209.509091,1079,1080.715529
-6145.132517,1091,1085.151522
-7830.156591,1054,1104.654
-6158.059113,1079,1108.772238
-7218.313608,1082,1112.899429
-6219.112995,1101,1116.709677
-7398.057815,1078,1135.253122
-7970.110501,1080,1139.844395
-7524.168995,1085,1143.765359
-2329.336094,1107,1147.858319
-7302.400591,1069,1166.425213
-7321.880002,1090,1170.247919
-7241.35009,1067,1174.118256
-10678.505477,1055,1192.462033
-8797.68252,1091,1196.521786
-8507.150609,1069,1200.389421
-5968.413006,1101,1204.263983
-10754.306575,1054,1223.213851
-5473.774084,1104,1227.349242
-8121.627596,1089,1231.316936
-5394.007797,1078,1235.324321
-844.625289,1243,1254.717811
-2378.888982,1310,1259.871724
-1685.535001,1141,1264.065744
-1788.750511,1280,1286.366439
-1172.791602,1154,1291.408307
-1431.520095,1139,1296.400743
-4250.683593,1249,1301.911579
