#{"t_start": 1763432741.485469, "env_id": "None"}
r,l,t
-9106.354502,1075,5.957499
-10342.161999,1081,10.752123
-10945.1528,1058,15.302281
-11023.004505,1056,44.558857
-8274.702108,1072,47.995466
-4393.867589,1114,51.961326
-9261.093109,1119,56.23052
-6926.750579,1062,79.929133
-11592.002813,1058,84.872457
-11293.200092,1064,90.197497
-10294.850003,1065,95.276322
-10886.163606,1049,120.069906
-5958.265307,1083,124.735127
-10018.050001,1066,128.734275
-9332.903589,1074,132.900147
-11340.050115,1064,154.192345
-10560.900025,1066,158.974167
-10338.901497,1071,163.860996
-5924.274081,1104,168.591144
-9898.356589,1077,187.338012
-13558.068998,1046,192.298753
-9355.409086,1079,197.49005
-10107.613583,1082,215.836384
-10522.400998,1061,219.89618
-5203.953618,1074,223.465557
-7468.002093,1072,226.983173
-10883.610482,1051,243.926223
-7510.663596,1082,247.88113
-9159.301006,1070,251.374933
-9389.300581,1069,254.828582
-7910.801007,1061,272.283083
-10217.150301,1068,276.300267
-10081.904491,1075,279.800262
-9341.950575,1062,283.236975
-5762.40278,1073,301.102366
-5109.473086,1087,304.37012
-8716.259093,1079,307.766516
-7544.115319,1083,311.279808
-10183.000584,1062,329.39067
-9938.7003,1068,333.111863
-8181.750296,1063,336.161011
-6231.14349,1095,353.74351
-9478.411998,1050,357.493621
-7587.150307,1068,360.956246
-9505.050592,1069,364.412451
-7484.051018,1070,381.033455
-6166.052796,1073,384.913357
-7385.950091,1067,388.545317
-10765.703612,1057,391.967643
-10721.811991,1050,409.278167
-7318.827597,1089,413.158003
-2686.613606,1082,416.731714
-8407.052092,1072,420.23939
-11132.35031,1063,438.022783
-5576.811995,1081,441.611812
-5769.155481,1180,446.00867
-6065.309603,1122,449.795515
-4351.70001,1066,467.21363
-10973.756617,1054,470.724383
-8752.552805,1058,474.123231
-1002.337791,1118,491.866108
-7304.950097,1067,495.853749
-6391.196505,1096,499.549919
-7303.35552,1076,502.98988
-10876.702095,1059,522.354274
-10958.563604,1049,528.000146
-11055.259104,1052,534.694309
-6426.912009,1081,539.931734
-9081.505476,1055,561.069676
-9000.749998,1066,565.716206
-4752.127582,1089,570.841936
-8722.085118,1092,575.892797
-5641.290582,1094,598.340116
-7987.559094,1079,605.140581
-10560.401473,1060,610.253477
-9785.501494,1071,614.906876
-10217.300085,1064,638.072013
-11717.950605,1069,643.15626
-4465.306604,1077,648.4779
-9088.950109,1064,653.247439
-4342.293503,1095,681.198467
-7302.851517,1060,687.104677
-6781.540297,1108,693.130181
-5822.163592,1082,718.045628
-6128.566625,1102,723.333957
-3643.690619,1094,729.328999
-6976.55659,1077,734.033958
-6053.76532,1083,753.642264
-9676.454505,1056,757.745655
-9025.067579,1114,761.599775
-5416.923101,1087,765.534
-7822.107815,1078,782.764216
-5661.452811,1073,786.668705
-6114.105501,1076,790.489171
-5938.009108,1079,794.266661
-5823.648943,1075,813.110204
-7467.460514,1080,817.421726
-5127.406106,1099,821.80836
-3823.182487,1091,840.826648
-5702.348492,1120,844.584826
-5712.729997,1090,848.794677
-4788.729995,1090,852.937295
-7677.32098,1086,872.059033
-7097.863602,1082,875.648693
-6461.612021,1081,879.475125
-7094.502784,1073,883.467674
-7293.602793,1098,902.522715
-7044.712,1081,906.784855
-6373.999608,1409,913.105063
-7595.009102,1079,935.478735
-7627.009101,1079,939.48388
-7443.827613,1089,943.577051
-11515.550597,1062,947.602958
-7214.799995,1065,967.540532
-2853.134604,1134,972.196374
-6556.431992,1106,976.959988
-8569.652091,1072,981.577691
-7552.573111,1087,1003.219481
-9133.449588,1097,1008.514384
-7595.450989,1070,1013.348858
-4647.013011,1101,1018.126819
-6187.367611,1114,1039.67581
-9138.302777,1073,1044.072351
-6183.027578,1089,1049.070392
-8350.931999,1106,1070.926444
-5867.817111,1084,1075.988044
-5239.146514,1096,1080.737801
-7014.644602,1109,1085.245784
-5903.43509,1092,1104.852795
-7950.320992,1086,1109.069829
-4334.11281,1113,1113.242718
-6400.709502,1100,1117.084588
-6477.716577,1102,1135.761605
-9032.700591,1062,1140.191893
-7947.115325,1083,1144.192915
-7126.36899,1085,1148.134208
-9972.350593,1069,1166.71438
-10257.950294,1063,1170.44388
-6916.953599,1074,1174.342335
-7294.599997,1065,1192.706114
-9758.215311,1083,1196.736598
-10653.663582,1082,1200.668671
-6874.893509,1095,1204.516001
-1518.341085,1199,1223.922005
-5955.44029,1108,1228.159607
-7661.360489,1080,1232.031426
-7273.552097,1072,1236.034261
-5135.899589,1097,1254.899517
-1497.037796,1318,1260.075132
-1014.912822,1113,1264.20523
-1238.998501,1120,1286.185006
-330.164005,1321,1291.555429
-25.908004,1130,1296.526765
405.856401,1282,1302.204262
