#{"t_start": 1763432741.5188546, "env_id": "None"}
r,l,t
-9887.631994,1106,6.073485
-7907.156586,1077,10.83253
-10189.951504,1071,15.079941
-8977.806598,1054,44.667799
-11388.960502,1051,48.034322
-10627.519001,1046,51.762875
-14661.40611,1032,55.575377
-8307.750986,1070,79.300651
-8818.050606,1062,84.171079
-7723.315296,1048,89.438111
-6110.325297,1088,94.673612
-10065.857777,1053,119.535167
-9515.352818,1058,124.169788
-7531.852802,1058,128.146874
-9976.550598,1069,132.210118
-10967.007805,1078,153.527323
-10178.400092,1067,158.360731
-7105.110497,1080,163.207774
-11021.959113,1052,167.830224
-4505.577492,1116,186.686173
-10690.865299,1048,191.411252
-8105.800617,1069,196.853222
-12900.140615,1037,201.218193
-9606.702794,1058,219.001707
-11799.501487,1071,222.781567
-8629.756594,1077,226.279688
-7087.75152,1071,243.320011
-8943.250593,1062,247.168661
-9643.315292,1083,250.711502
-10870.401478,1060,254.179763
-7923.82249,1115,271.741071
-3638.870293,1103,275.927181
-9180.053602,1074,279.381716
-9312.709087,1052,282.830058
-10485.905502,1055,300.536471
-7635.304487,1075,303.860805
-5726.709108,1052,307.176369
-11745.403606,1057,310.566824
-5335.863589,1082,328.647891
-10759.05911,1052,332.407389
-7575.700004,1066,335.510119
-6436.550593,1062,338.896011
-5751.799615,1097,356.757124
-10116.607796,1053,360.305424
-5802.109105,1079,363.810205
-5765.752804,1073,380.453115
-9885.450586,1062,384.0279
-6022.08511,1092,387.967724
-7145.90552,1076,391.459882
-11631.212008,1050,408.666335
-7322.700101,1067,412.547835
-11114.954519,1056,416.041693
-9730.650085,1067,419.523663
-8783.121018,1086,437.273902
-9457.350275,1068,440.953966
-9263.70001,1066,444.85429
-11768.750591,1069,448.502961
-5907.974103,1104,465.959746
-6705.862805,1113,469.839324
-4381.225305,1043,473.198793
-7469.269,1085,476.845595
-11591.800288,1063,494.716895
-7786.200298,1068,498.348674
-6560.749997,1065,501.807734
-9851.85098,1061,505.191124
-7489.387802,1093,526.580787
-10255.100098,1064,533.298879
-6036.050305,1068,538.60522
-4974.401019,1070,559.723916
-5834.468984,1085,564.520724
-7813.4006,1069,569.357332
-5934.840585,1094,574.448491
-4411.162808,1113,596.122703
-7057.732492,1091,603.828723
-7198.711993,1081,609.210422
-9115.9776,1089,613.817332
-8288.2851,1092,637.164718
-5672.767098,1084,642.194924
-6594.300297,1068,647.347789
-10501.300012,1066,652.272946
-11574.406613,1054,679.732066
-3837.487799,1093,686.093749
-5586.425306,1088,691.930685
-7589.550299,1068,717.137043
-1670.021005,1086,722.153255
-7026.600998,1070,728.091613
-5372.349593,1097,732.931892
-1269.152795,1098,752.743417
-4940.943515,1095,757.075009
-5133.327591,1089,760.827105
-5956.228019,1105,764.88753
-1915.181611,1202,782.480903
-5708.787804,1093,786.482378
-6035.465325,1083,790.323595
-6422.616619,1102,794.17073
-6006.299601,1097,813.104542
-7030.244715,1068,817.366307
-6371.923089,1087,821.712022
-10897.753613,1057,840.611025
-2582.979994,1090,844.288612
-6942.222498,1115,848.585009
-6321.152807,1073,852.670958
-7109.10012,1064,871.720916
-7352.182496,1091,875.278901
-4780.583027,1174,879.481099
-6360.757812,1078,883.484234
-3496.087801,1093,902.517256
-4315.606105,1099,906.8867
-6993.470087,1139,911.98278
-6078.73503,1094,917.676509
-5881.062985,1101,938.683345
-2795.962012,1425,944.049139
-9847.257801,1078,948.099744
-8940.517104,1084,968.259711
-7483.413582,1082,972.660037
-10882.921011,1086,977.298839
-11358.001503,1071,981.911268
-7332.963588,1082,1003.583556
-3409.706084,1099,1008.878626
-6218.400274,1063,1013.629868
-10909.013589,1049,1018.191784
-7506.609106,1079,1039.5916
-7147.875309,1088,1044.048531
-7960.61709,1084,1049.006651
-10755.202086,1059,1070.674701
-7843.513614,1082,1075.689242
-5863.110485,1080,1080.352757
-7693.336102,1107,1084.928941
-4583.313603,1082,1104.541486
-627.08661,1229,1109.326618
-8965.965317,1083,1113.321002
-5825.924092,1104,1117.162136
-6389.275292,1088,1135.799788
-5316.21051,1080,1140.267803
-8682.005499,1076,1144.268361
-6644.018998,1085,1148.186518
-3244.124107,1104,1166.882087
-7727.95777,1078,1170.683505
-7340.502816,1058,1174.525216
-7015.193095,1119,1193.112948
-6713.509609,1122,1197.203408
-5862.930004,1090,1201.205353
-6988.451492,1071,1204.958615
-10648.750312,1063,1223.87608
-8026.227605,1089,1228.041253
-6991.120302,1103,1232.01322
-6727.585094,1092,1236.087154
-1136.082997,1126,1255.06932
-4884.144001,1210,1259.856655
-1184.110445,1145,1264.068316
-3890.742491,1291,1286.425133
-3521.361504,1271,1291.91777
-1238.465011,1366,1297.823033
