#{"t_start": 1762226713.1724699, "env_id": "None"}
r,l,t
-587.753445,2221,6.50027
-551.253445,2221,25.462459
-614.809,2221,32.139169
-640.253445,2221,50.892253
-694.309,2221,57.813067
-690.309,2221,76.126131
-776.309,2221,83.539965
-865.309,2221,101.728637
-808.809,2221,108.14087
-789.309,2221,127.079772
-795.309,2221,133.314269
-857.309,2221,152.255378
-905.809,2221,170.543921
-701.809,2221,176.967975
-689.309,2221,196.895097
-571.753444,2221,203.566323
-712.809,2221,223.649265
-940.809,2221,230.019749
-912.809,2221,250.298257
-1020.809,2221,256.621804
-973.309,2221,275.481604
-856.809,2221,282.928703
-753.809,2221,302.327693
-837.809,2221,322.430482
-924.309,2221,329.160878
-948.309,2221,349.061407
-919.309,2221,355.655947
-911.309,2221,375.333811
-872.809,2221,383.631183
-859.309,2221,402.504822
-784.809,2221,409.042181
-781.309,2221,428.791495
-680.309,2221,435.001981
-601.753444,2221,454.527978
-643.809,2221,472.98521
-702.809,2221,480.316033
-687.309,2221,498.671623
-630.309,2221,505.496537
-683.809,2221,525.92674
-576.753445,2221,533.837057
-669.253445,2221,554.272124
-601.753445,2221,561.019521
-607.753444,2221,580.606558
-629.753444,2221,587.055982
-650.809,2221,605.726879
-562.753445,2221,611.934695
-563.753444,2221,631.851284
-529.253444,2221,651.249244
-532.253445,2221,657.889203
-474.753444,2221,676.375662
-474.753445,2221,684.054054
-528.253444,2221,702.650764
-474.753445,2221,709.100563
-438.253444,2221,728.998636
-406.753444,2221,735.336455
-415.253444,2221,755.069907
-391.753445,2221,761.552502
-394.753444,2221,781.618625
-392.253444,2221,800.402508
-395.253445,2221,807.779734
-403.753445,2221,827.721701
-105.253442,2221,834.240395
-395.253445,2221,854.039816
-395.253445,2221,860.407262
-392.253444,2221,880.173426
-433.753445,2221,886.692442
-407.253445,2221,905.513592
-406.753444,2221,912.687466
-361.253444,2221,931.378452
-365.753444,2221,950.844934
-611.253444,2221,957.52268
-545.253444,2221,975.820607
-496.253444,2221,983.272609
-539.253444,2221,1001.960938
-516.253444,2221,1008.51387
