#{"t_start": 1762349709.792416, "env_id": "None"}
r,l,t
-970.309,2221,6.494381
-956.309,2221,24.40313
-1263.309001,2221,30.952528
-1045.753444,2221,49.267473
-1238.309,2221,55.745634
-1297.309,2221,73.499226
-1173.309,2221,79.776107
-1109.309,2221,98.292177
-1102.309,2221,104.664572
-1014.309,2221,123.674235
-873.753445,2221,129.91937
-683.753445,2221,148.246902
-761.753444,2221,166.517704
-637.753445,2221,173.109216
-678.753444,2221,192.222433
-707.753445,2221,198.803758
-760.753444,2221,218.482777
-631.753445,2221,224.999771
-588.753444,2221,244.749261
-661.753444,2221,254.283102
-679.753445,2221,274.138482
-583.753445,2221,280.470291
-602.753445,2221,300.047556
-634.753445,2221,319.272303
-390.753444,2221,325.904341
-460.753445,2221,345.532169
-436.753445,2221,352.042859
-3046.142333,2221,371.494022
-348.753444,2221,377.829617
-404.753445,2221,397.66388
-423.753444,2221,403.935738
-417.753444,2221,423.726533
-478.753445,2221,429.923272
-565.753445,2221,449.295137
-772.753444,2221,468.675455
-635.753445,2221,475.311639
-582.753445,2221,494.504772
-728.753444,2221,501.026068
-895.753444,2221,520.69164
-670.753444,2221,527.075887
-611.753445,2221,546.558724
-601.753444,2221,552.877651
-531.753445,2221,572.38266
-565.753444,2221,578.74682
-629.753445,2221,598.150777
-551.753444,2221,604.408819
-720.753444,2221,623.917174
-544.753445,2221,643.130269
-562.753445,2221,649.625661
-605.753444,2221,668.732616
-587.753445,2221,675.303389
-676.753445,2221,694.631484
-549.753444,2221,701.050695
-651.753444,2221,721.001532
-610.753445,2221,727.348605
-522.753444,2221,746.674052
-517.753445,2221,752.891251
-607.753445,2221,772.380135
-530.753445,2221,791.585853
-564.753444,2221,798.029767
-527.753445,2221,817.17093
-537.753444,2221,823.708451
-630.753445,2221,843.159885
-483.753445,2221,849.534224
-503.753444,2221,869.042354
-392.753444,2221,875.525023
-498.753444,2221,894.608479
-428.642333,2221,901.051455
-3156.175666,2221,920.328379
-3070.342333,2221,939.702914
-396.753444,2221,946.293613
-525.753444,2221,965.474257
-418.753444,2221,972.014463
-3040.375667,2221,990.998708
-388.753444,2221,997.499259
-3185.853448,2221,1017.063076
-3821.075666,2221,1023.368792
-343.642334,2221,1042.907968
-374.753444,2221,1049.163827
-283.642333,2221,1068.451994
-3108.608998,2221,1074.695543
-5863.253443,2221,1094.285788
-3100.175666,2221,1113.107884
-314.642333,2221,1119.68579
-3085.475669,2221,1138.906167
-5743.142336,2221,1145.479738
-3046.275665,2221,1164.88237
-3094.142334,2221,1171.137662
-5462.653438,2221,1190.458379
-5865.709,2221,1196.995557
-8391.553441,2221,1216.241229
-6161.953439,2221,1222.563028
-7887.95344,2221,1241.932674
-7425.509003,2221,1261.339483
-5858.253443,2221,1267.795932
-5256.708998,2221,1287.205018
-5899.653446,2221,1293.699122
-6006.853439,2221,1312.562275
-8503.153439,2221,1319.044035
