#{"t_start": 1762349709.883918, "env_id": "None"}
r,l,t
-912.753444,2221,6.402602
-984.753445,2221,24.311617
-1108.309,2221,30.861304
-1029.309001,2221,49.175978
-1032.309,2221,55.654059
-1150.309,2221,73.407497
-1255.309,2221,79.68459
-1050.753444,2221,98.200715
-1143.309,2221,104.573136
-854.753445,2221,123.58273
-805.753445,2221,129.827858
-803.753444,2221,148.155438
-810.753445,2221,166.425945
-681.753444,2221,173.017689
-762.753445,2221,192.130948
-708.753445,2221,198.712617
-591.753444,2221,218.391108
-685.753445,2221,224.908306
-791.753445,2221,244.657596
-683.753444,2221,254.193676
-721.753444,2221,274.046873
-687.753444,2221,280.379001
-681.753444,2221,299.956163
-587.753444,2221,319.181119
-3248.875665,2221,325.812884
-421.753445,2221,345.440768
-363.753445,2221,351.951379
-371.753445,2221,371.402507
-357.753445,2221,377.738105
-789.753445,2221,397.572075
-332.753445,2221,403.844251
-459.753445,2221,423.63499
-462.753444,2221,429.831803
-544.753445,2221,449.203625
-515.753445,2221,468.583953
-649.753445,2221,475.220133
-651.753445,2221,494.41469
-678.753444,2221,500.934817
-750.753445,2221,520.600141
-661.753443,2221,526.984461
-667.753445,2221,546.467151
-606.753445,2221,552.78618
-503.753445,2221,572.291031
-514.753444,2221,578.655335
-526.753445,2221,598.058887
-544.753444,2221,604.31731
-653.753445,2221,623.825697
-663.753445,2221,643.037013
-644.753444,2221,649.534266
-658.753444,2221,668.640824
-605.753444,2221,675.211899
-663.753445,2221,694.539773
-686.753445,2221,700.959193
-637.753445,2221,720.908276
-705.753444,2221,727.257128
-562.753444,2221,746.582749
-603.753445,2221,752.799759
-613.753445,2221,772.288652
-503.753445,2221,791.49427
-499.753444,2221,797.938265
-530.753445,2221,817.078968
-549.753444,2221,823.616987
-507.753445,2221,843.068396
-550.753444,2221,849.442696
-501.753444,2221,868.950841
-515.753445,2221,875.433609
-406.753445,2221,894.516977
-549.375667,2221,900.959984
-4044.353444,2221,920.236902
-3310.208997,2221,939.611408
-942.175666,2221,946.202181
-477.642333,2221,965.382777
-339.642334,2221,971.923018
-321.753444,2221,990.908861
-3107.175665,2221,997.407794
-2992.708999,2221,1016.971969
-5823.609,2221,1023.277329
-274.642334,2221,1042.816419
-3039.553439,2221,1049.072333
-3094.575669,2221,1068.360563
-3063.37567,2221,1074.603796
-3276.775667,2221,1094.194288
-3130.053443,2221,1113.016576
-3030.553444,2221,1119.594288
-3128.253444,2221,1138.814669
-3094.953444,2221,1145.38825
-5815.308999,2221,1164.791146
-7103.753448,2221,1171.046208
-6040.509002,2221,1190.366618
-8314.353445,2221,1196.903956
-8281.853445,2221,1216.149759
-4421.709005,2221,1222.471556
-7596.809004,2221,1241.841271
-8480.408992,2221,1261.247981
-5924.053445,2221,1267.704506
-9448.075662,2221,1287.113566
-5917.608999,2221,1293.607657
-6091.653445,2221,1312.468925
-7464.008996,2221,1318.952615
-5972.05344,2221,1338.161246
-8526.953442,2221,1344.614426
-7605.809002,2221,1364.034636
-5906.053445,2221,1370.316643
-5925.308999,2221,1389.82695
-9197.109006,2221,1409.422338
-7994.753444,2221,1416.440792
-8434.108996,2221,1435.630277
-8415.909002,2221,1442.257407
-6039.508998,2221,1461.593042
-5295.653437,2221,1468.095645
-8473.608998,2221,1487.501782
-8474.309,2221,1493.927013
-5629.808997,2221,1513.40109
-8424.109002,2221,1519.94845
-5864.453439,2221,1539.232038
-5689.509,2221,1545.526967
-3193.253445,2221,1565.214147
-6422.709005,2221,1584.347991
-8249.075658,2221,1590.766203
-5947.309,2221,1609.48807
-5919.108999,2221,1616.155637
-6149.353448,2221,1635.156
-5737.909001,2221,1641.562355
-4873.608999,2221,1660.763892
-5629.509002,2221,1667.006972
-6234.853441,2221,1686.455044
-5826.85344,2221,1692.757251
-5817.209001,2221,1712.15541
-5991.009001,2221,1731.108496
-5865.853447,2221,1737.76274
-3078.953442,2221,1757.456083
-8412.908999,2221,1763.892582
-6026.608999,2221,1783.162365
-5982.908995,2221,1789.549667
-6079.508994,2221,1809.001198
-5964.609003,2221,1815.609456
-5866.653441,2221,1835.024572
-8703.253435,2221,1841.372094
-5804.908997,2221,1860.638265
-7733.109004,2221,1880.000604
-6106.308999,2221,1886.475296
-8403.508997,2221,1905.59853
-8750.909002,2221,1912.230752
-6048.609001,2221,1931.223433
-8528.008997,2221,1937.811959
-8059.608998,2221,1957.023201
-8397.608998,2221,1963.35366
-8468.309001,2221,1982.767024
-8470.209001,2221,1989.052278
-8501.109,2221,2008.256142
-8560.108997,2221,2014.587616
-8026.075665,2221,2033.640742
-8580.409,2221,2052.508895
-8489.809003,2221,2058.993744
-8428.309002,2221,2078.034979
-10228.709,2221,2084.463459
-5906.553444,2221,2103.492241
-8429.908994,2221,2109.949879
-8655.953441,2221,2129.056537
-8500.409,2221,2135.859955
-8503.609001,2221,2154.908316
-7616.209003,2221,2161.42397
-7957.253443,2221,2181.069037
-7722.209005,2221,2199.878592
-8668.808996,2221,2206.347295
-8619.653445,2221,2225.648268
-8605.308994,2221,2233.002972
-7500.708989,2221,2253.817678
-6600.408999,2221,2261.209543
-8485.809002,2221,2281.766634
-9163.808997,2221,2289.181258
-6095.308997,2221,2310.101628
-4968.208998,2221,2317.529717
-5964.253448,2221,2338.611149
-7198.575671,2221,2359.4678
-8652.908998,2221,2366.842113
-8437.809007,2221,2387.387743
-8606.508994,2221,2394.683524
-5804.309001,2221,2415.339025
-6029.653445,2221,2421.683914
-4041.742323,2221,2440.715987
-5915.253445,2221,2447.198359
-8385.308996,2221,2487.364963
-9472.509002,2221,2499.890825
-4288.709008,2221,2528.884033
-7242.309,2221,2538.802727
-8784.953439,2221,2567.388302
-7367.908997,2221,2595.696999
-8516.408997,2221,2605.830568
-9364.109001,2221,2633.776738
-8513.909,2221,2643.625715
-7288.209,2221,2671.194353
-7629.353442,2221,2680.903318
-5958.808999,2221,2708.994038
-8547.708998,2221,2718.655984
-6711.642331,2221,2746.651101
-8548.842332,2221,2756.711715
-7509.375668,2221,2784.764078
-8862.753444,2221,2812.337568
-7770.753451,2221,2823.278303
-9169.653439,2221,2851.368932
-5745.853448,2221,2861.119301
-5950.753451,2221,2888.843659
-8209.409,2221,2898.707841
-9030.775671,2221,2926.619349
-7827.508999,2221,2936.513989
-5846.108999,2221,2963.770508
-7668.208996,2221,2973.396458
-7490.453448,2221,3000.99149
-8811.853445,2221,3028.552906
-9138.95345,2221,3038.326706
-7525.17567,2221,3065.882692
-8031.075672,2221,3075.952963
-9875.253444,2221,3103.780756
-8599.308999,2221,3113.857207
-8048.208992,2221,3141.905349
-8579.053442,2221,3151.893123
-8238.353447,2221,3179.811009
-7316.453443,2221,3189.756183
-8887.408997,2221,3217.69443
-8145.95344,2221,3227.782548
-8497.509,2221,3255.874012
-7935.908997,2221,3283.976597
-8559.308994,2221,3293.513896
-8551.05345,2221,3320.991194
-8441.208998,2221,3330.976802
-7098.775663,2221,3359.111115
-7109.009005,2221,3369.021772
-8609.553442,2221,3396.834547
-7970.209005,2221,3406.470261
-8482.109001,2221,3434.460787
-7890.308998,2221,3444.431167
-7532.553443,2221,3472.359792
-6688.009,2221,3500.177528
-7547.209009,2221,3510.301134
-6722.108999,2221,3537.926697
-7088.909001,2221,3547.870474
-8259.153438,2221,3575.347032
-9585.453439,2221,3585.12523
-8529.909005,2221,3612.472849
-7139.553438,2221,3622.173997
-8487.409001,2221,3650.13509
-8834.053438,2221,3659.973626
-5395.808997,2221,3687.918064
-7495.653448,2221,3716.013583
-6009.553446,2221,3725.827142
-9701.508998,2221,3753.063819
-6745.753452,2221,3763.042964
-8817.67567,2221,3791.007524
-7691.709002,2221,3801.015642
-9650.053445,2221,3829.193074
-8129.84233,2221,3838.804937
-9661.509,2221,3867.300512
-6006.508993,2221,3877.362711
-9008.308446,2221,3904.984335
-8582.453443,2221,3914.748116
-4161.876999,1806,3941.219255
-7184.008999,2221,3951.227133
-8486.709005,2221,3979.327877
-5981.308993,2221,4006.612903
-9346.953447,2221,4016.551888
-7621.608997,2221,4044.20925
-8189.049003,2221,4054.365045
-8572.708998,2221,4082.859098
-9032.308999,2221,4092.995043
-10576.109003,2221,4120.92085
-6243.075662,2221,4131.150201
-9363.853447,2221,4159.257806
-8469.508999,2221,4169.165798
-7797.453439,2221,4197.204983
-8198.264002,2221,4226.073753
-9997.653448,2221,4235.749593
-7388.353439,2221,4264.175556
-8597.008998,2221,4275.758938
-8406.808995,2221,4313.954172
-8436.808999,2221,4329.488775
-7718.709002,2221,4368.424822
-7827.709004,2221,4382.520782
-9635.308995,2221,4421.255205
-6623.608999,2221,4435.269007
-6605.709004,2221,4474.480345
-7942.908999,2221,4508.001324
-7783.75344,2221,4519.133313
-8546.209001,2221,4547.557089
-2318.835034,1469,4554.174337
-8601.153439,2221,4581.531328
-8504.308995,2221,4591.379051
-6777.053435,2221,4618.550769
-8346.809001,2221,4628.885791
-8262.209003,2221,4657.504514
-5958.309005,2221,4671.108886
-8514.309002,2221,4710.51089
-8144.109004,2221,4724.507612
-8497.109004,2221,4763.187648
-7926.609001,2221,4777.938077
-7428.609004,2221,4816.655219
-6685.608999,2221,4830.375735
-6453.909014,2221,4863.021888
-7427.609003,2221,4891.18515
-6800.053448,2221,4901.315188
-5139.008996,2221,4929.166624
-8377.709001,2221,4939.233604
-6702.109002,2221,4966.590572
-8396.208997,2221,4976.455334
-8516.309002,2221,5003.48149
-6770.608995,2221,5013.214944
-7647.709001,2221,5040.846637
-5762.108998,2221,5050.592266
-8579.808999,2221,5078.377566
417.173381,1254,5083.856814
-4427.608999,2221,5111.208289
-3035.589922,1751,5118.855774
450.798477,1196,5142.123266
-2534.756604,1654,5150.791442
-8811.159,2221,5194.752363
-8928.008995,2221,5209.708418
-8552.308996,2221,5256.01166
-8396.808992,2221,5271.909925
-6925.709003,2221,5312.016479
-7239.053439,2221,5327.200584
427.162899,1284,5362.872048
-4398.8091,2079,5377.21611
-7769.889001,2221,5415.04214
-8974.754002,2221,5427.076811
-9126.65899,2221,5456.798454
-7372.908998,2221,5468.641226
-8442.008993,2221,5500.280867
-6539.009008,2221,5510.25568
-4205.383493,1920,5537.076937
-2993.402097,2059,5546.113453
-2709.30004,2137,5565.887708
-4208.268091,1819,5571.232553
-5295.209006,2221,5595.302954
-10108.809003,2221,5602.089673
-2426.087824,1738,5624.015306
-7370.159009,2221,5631.024257
-4740.108998,2221,5651.612811
-5132.759508,2100,5657.874508
-5045.992592,1989,5678.565023
-4677.909011,2221,5686.465083
-7571.209002,2221,5706.160743
-294.249031,1422,5710.287038
-2622.150005,1865,5729.83841
-1506.466993,1425,5734.403205
445.944498,1280,5739.236076
-4603.175671,2221,5761.058653
445.732177,1298,5765.638543
-6604.042342,2221,5788.357582
-6063.253451,2221,5795.867334
-4064.275669,2221,5819.080927
-5853.675667,2221,5827.350298
-4219.509005,2221,5850.07231
-2339.162975,1726,5856.05368
461.362997,1206,5874.571626
-1885.287996,1905,5881.11503
-2326.621275,1597,5901.667943
286.179961,1194,5906.677393
427.462218,1238,5912.126442
-2639.395331,1608,5934.225273
463.034007,1261,5938.728601
-6013.418996,2221,5946.488193
-3500.291499,1996,5967.241091
-3808.3621,1659,5972.184898
-4206.531606,1929,5991.112112
332.649421,1437,5995.446212
-1386.890592,1469,5999.960446
-2281.472579,1614,6018.231813
-5879.909,2221,6024.861678
522.772212,1198,6041.855359
-2387.282808,1753,6047.575287
-3463.652801,1858,6066.1134
217.504515,1180,6069.849505
-6990.895672,2221,6076.66814
460.154704,1163,6093.176615
-2267.507622,1617,6097.95286
385.208504,1135,6101.225388
-2487.968492,1711,6119.445851
363.384002,1145,6122.897245
-6028.123996,2221,6142.846247
-2771.135282,1708,6149.096934
246.552228,1113,6153.218334
-7441.775664,2221,6175.938603
-2583.856981,1881,6182.576725
-2700.284017,1785,6203.134756
-2763.028102,1712,6209.289654
-2649.541005,1645,6234.225659
-2133.736115,1507,6240.810477
-2471.487424,1726,6248.347818
-3004.533013,1605,6270.166474
-2053.326116,1907,6277.192978
455.393481,1171,6281.170907
509.631006,1185,6299.151786
302.939993,1141,6303.546649
54.290518,1256,6307.899467
283.728009,1281,6329.171613
-754.946103,1432,6334.639912
133.529887,1164,6338.42224
-1069.912493,1440,6357.996102
-6916.739005,2221,6365.875521
327.564509,1151,6369.890347
482.695491,1175,6386.89261
441.071503,1136,6390.425716
541.526918,1144,6393.923555
389.63222,1173,6410.681259
-2880.326038,1754,6416.322655
385.083488,1171,6419.809124
-764.987122,1384,6438.440754
-1129.965313,1448,6442.84421
547.624691,1168,6446.460431
-250.812805,1253,6463.977541
529.112019,1126,6467.927913
383.988395,1177,6471.682734
363.290993,1146,6475.193952
452.242397,1142,6492.404723
511.711491,1195,6495.985119
-3492.309008,2221,6517.765267
303.105891,1204,6521.485929
454.316487,1211,6525.388709
-860.402818,1558,6544.497885
-2429.91309,1812,6550.825055
-5299.804473,2093,6558.125966
501.729701,1228,6576.900299
504.776908,1212,6581.108317
-778.770006,1466,6586.246447
-730.747019,1406,6608.84489
401.500005,1266,6613.203032
-2311.766601,1654,6619.693244
439.685895,1179,6639.888959
429.6722,1358,6644.676825
265.818054,1268,6648.947482
-1898.838077,1419,6670.285113
-1522.406516,1460,6676.549441
308.582195,1253,6680.816071
477.601421,1282,6700.980746
-4376.632787,1953,6708.193491
-2323.092505,1691,6728.239724
473.758494,1271,6732.50729
-1153.814003,1446,6737.191574
-1727.651588,1754,6757.309023
-2330.342484,1715,6762.504547
-118.035992,1145,6765.776837
-2448.652001,1506,6783.502895
626.822181,1113,6786.902819
-4189.134011,2221,6806.556394
530.208001,1150,6810.033161
-2368.6885,1636,6814.690883
267.446428,1152,6831.04508
248.379888,1139,6834.456619
472.595012,1141,6837.759126
410.996924,1144,6841.008826
-1167.244105,1379,6858.454979
333.750005,1241,6862.054269
207.983408,1129,6865.33509
374.031403,1174,6881.880875
437.647739,1138,6885.452184
-1645.610004,1365,6889.430713
512.623991,1186,6905.506587
407.696911,1144,6909.000743
129.942516,1191,6912.591932
-2244.766601,1654,6917.455056
489.126014,1185,6933.660421
551.207899,1147,6937.089634
-2298.935981,1445,6941.238208
-2107.244084,1527,6958.835587
521.972214,1198,6962.388075
543.839501,1176,6965.760153
331.558417,1202,6982.212356
559.44792,1184,6985.815722
408.554917,1267,6989.435783
426.329922,1167,7005.657826
-1962.274491,1975,7013.954039
282.029001,1145,7021.870361
-1176.616494,1371,7049.331369
349.06855,1150,7055.282591
198.692508,1140,7062.0646
286.227203,1273,7084.616562
315.222185,1158,7089.79172
360.474883,1164,7095.102968
-813.874016,1421,7100.189075
463.539506,1176,7119.840265
373.734703,1163,7124.480402
492.801487,1211,7129.028533
-1231.323509,1495,7149.688914
504.59089,1204,7154.627467
377.535495,1300,7159.440907
-1591.968599,1474,7179.975745
309.345505,1131,7184.148432
305.04792,1184,7188.410458
318.652181,1258,7209.364383
-2589.544066,1734,7216.314643
520.521003,1185,7220.874767
403.612518,1191,7243.77231
